affected_gene_id	affected_gene_label
ZFIN:ZDB-GENE-030131-3275	cpsf3
ZFIN:ZDB-GENE-030131-3286	zfyve26
ZFIN:ZDB-GENE-030131-333	wdr82
ZFIN:ZDB-GENE-030131-3404	tsc1b
ZFIN:ZDB-GENE-030131-341	hmgb1a
ZFIN:ZDB-GENE-030131-3421	dgcr8
ZFIN:ZDB-GENE-030131-3435	styk1
ZFIN:ZDB-GENE-030131-3445	dicer1
ZFIN:ZDB-GENE-030131-3497	mylk3
ZFIN:ZDB-GENE-030131-3527	e2f7
ZFIN:ZDB-GENE-030131-355	rprd1b
ZFIN:ZDB-GENE-030131-3566	nt5c2a
ZFIN:ZDB-GENE-030131-3568	klf11a
ZFIN:ZDB-GENE-030131-3580	olig4
ZFIN:ZDB-GENE-030131-3587	swap70b
ZFIN:ZDB-GENE-030131-3595	pofut2
ZFIN:ZDB-GENE-030131-3606	macf1a
ZFIN:ZDB-GENE-030131-3625	las1l
ZFIN:ZDB-GENE-030131-3656	usp7
ZFIN:ZDB-GENE-030131-3665	grhl1
ZFIN:ZDB-GENE-030131-3667	magt1
ZFIN:ZDB-GENE-030131-3684	sgcd
ZFIN:ZDB-GENE-030131-371	wdr12
ZFIN:ZDB-GENE-030131-3727	sdcbp2
ZFIN:ZDB-GENE-030131-3745	epha7
ZFIN:ZDB-GENE-030131-3756	gemin2
ZFIN:ZDB-GENE-030131-3759	pak2b
ZFIN:ZDB-GENE-030131-3767	tnika
ZFIN:ZDB-GENE-030131-3776	ptena
ZFIN:ZDB-GENE-030131-3777	tardbp
ZFIN:ZDB-GENE-030131-3782	ctr9
ZFIN:ZDB-GENE-030131-3805	chrng
ZFIN:ZDB-GENE-030131-3813	mks1
ZFIN:ZDB-GENE-030131-3825	pld6
ZFIN:ZDB-GENE-030131-3827	eif3ea
ZFIN:ZDB-GENE-030131-3831	utp15
ZFIN:ZDB-GENE-030131-3876	phf12a
ZFIN:ZDB-GENE-030131-3902	rbm4.1
ZFIN:ZDB-GENE-030131-3904	inppl1a
ZFIN:ZDB-GENE-030131-3936	mepce
ZFIN:ZDB-GENE-030131-3958	smek1
ZFIN:ZDB-GENE-030131-3980	rab18a
ZFIN:ZDB-GENE-030131-4012	wbp2nl
ZFIN:ZDB-GENE-030131-4013	olig2
ZFIN:ZDB-GENE-030131-4022	greb1l
ZFIN:ZDB-GENE-030131-4027	fbxo5
ZFIN:ZDB-GENE-030131-4044	ccdc102a
ZFIN:ZDB-GENE-030131-4097	scrt2
ZFIN:ZDB-GENE-030131-4127	atp6v0cb
ZFIN:ZDB-GENE-030131-4145	mark2a
ZFIN:ZDB-GENE-030131-4148	fstl1a
ZFIN:ZDB-GENE-030131-4154	larp1b
ZFIN:ZDB-GENE-030131-4172	syne1a
ZFIN:ZDB-GENE-030131-4173	nrip1b
ZFIN:ZDB-GENE-030131-4212	daam1b
ZFIN:ZDB-GENE-030131-4218	pcdh19
ZFIN:ZDB-GENE-030131-4265	sppl2
ZFIN:ZDB-GENE-030131-426	atn1
ZFIN:ZDB-GENE-030131-428	pcm1
ZFIN:ZDB-GENE-030131-4317	cops4
ZFIN:ZDB-GENE-030131-4340	nkx2.9
ZFIN:ZDB-GENE-030131-4356	usp24
ZFIN:ZDB-GENE-030131-4411	parvb
ZFIN:ZDB-GENE-030131-441	jam3b
ZFIN:ZDB-GENE-030131-4426	nckap1
ZFIN:ZDB-GENE-030131-4433	ppp4ca
ZFIN:ZDB-GENE-030131-443	atp6v0b
ZFIN:ZDB-GENE-030131-4449	etfa
ZFIN:ZDB-GENE-030131-445	rbb4
ZFIN:ZDB-GENE-030131-4487	sec24c
ZFIN:ZDB-GENE-030131-4505	dhx37
ZFIN:ZDB-GENE-030131-4581	nup153
ZFIN:ZDB-GENE-030131-4605	vegfab
ZFIN:ZDB-GENE-030131-4606	f2
ZFIN:ZDB-GENE-030131-4631	ttpa
ZFIN:ZDB-GENE-030131-464	wdr36
ZFIN:ZDB-GENE-030131-4714	gnptab
ZFIN:ZDB-GENE-030131-475	tgif1
ZFIN:ZDB-GENE-030131-4801	pagr1
ZFIN:ZDB-GENE-030131-4803	mta2
ZFIN:ZDB-GENE-030131-4827	hhip
ZFIN:ZDB-GENE-030131-4833	slc14a2
ZFIN:ZDB-GENE-030131-4851	zgc:73340
ZFIN:ZDB-GENE-030131-4900	ssr4
ZFIN:ZDB-GENE-030131-4907	nf1a
ZFIN:ZDB-GENE-030131-4909	mbtps1
ZFIN:ZDB-GENE-030131-4933	tlk1b
ZFIN:ZDB-GENE-030131-4944	arhgap21b
ZFIN:ZDB-GENE-030131-4971	zgc:174164
ZFIN:ZDB-GENE-030131-5024	gna13a
ZFIN:ZDB-GENE-030131-5045	cnbpa
ZFIN:ZDB-GENE-030131-5127	myo1ea
ZFIN:ZDB-GENE-030131-512	ak2
ZFIN:ZDB-GENE-030131-5133	c1qtnf2
ZFIN:ZDB-GENE-030131-5142	usp3
ZFIN:ZDB-GENE-030131-5143	prpf4
ZFIN:ZDB-GENE-030131-514	fkbp4
ZFIN:ZDB-GENE-030131-5161	rpl5a
ZFIN:ZDB-GENE-030131-5162	cox5ab
ZFIN:ZDB-GENE-030131-5174	gabarapa
ZFIN:ZDB-GENE-030131-5186	csgalnact2
ZFIN:ZDB-GENE-030131-5188	espl1
ZFIN:ZDB-GENE-030131-5217	afp4
ZFIN:ZDB-GENE-030131-5243	rnf2
ZFIN:ZDB-GENE-030131-5248	zgc:77056
ZFIN:ZDB-GENE-030131-5253	zgc:162936
ZFIN:ZDB-GENE-030131-525	irx3b
ZFIN:ZDB-GENE-030131-5268	wee1
ZFIN:ZDB-GENE-030131-5274	anxa1c
ZFIN:ZDB-GENE-030131-5286	polr1a
ZFIN:ZDB-GENE-030131-5297	rpl12
ZFIN:ZDB-GENE-030131-5304	hlx1
ZFIN:ZDB-GENE-030131-5306	clp1
ZFIN:ZDB-GENE-030131-5316	brd3b
ZFIN:ZDB-GENE-030131-5338	otud4
ZFIN:ZDB-GENE-030131-5408	vcp
ZFIN:ZDB-GENE-030131-5415	rac1a
ZFIN:ZDB-GENE-030131-5418	rfng
ZFIN:ZDB-GENE-030131-5427	ofd1
ZFIN:ZDB-GENE-030131-5431	fxr1
ZFIN:ZDB-GENE-030131-5450	usp36
ZFIN:ZDB-GENE-030131-5474	ppp2r2ab
ZFIN:ZDB-GENE-030131-5479	sec23b
ZFIN:ZDB-GENE-030131-5486	nanog
ZFIN:ZDB-GENE-030131-5509	ptrfb
ZFIN:ZDB-GENE-030131-5512	ppp1cab
ZFIN:ZDB-GENE-030131-5532	mapkapk2a
ZFIN:ZDB-GENE-030131-5533	ercc4
ZFIN:ZDB-GENE-030131-5541	psmd7
ZFIN:ZDB-GENE-030131-5552	eif2s3
ZFIN:ZDB-GENE-030131-555	krit1
ZFIN:ZDB-GENE-030131-5562	si:dkey-189g17.2
ZFIN:ZDB-GENE-030131-5566	ice1
ZFIN:ZDB-GENE-030131-5576	taf1
ZFIN:ZDB-GENE-030131-5577	bmb
ZFIN:ZDB-GENE-030131-55	acta1b
ZFIN:ZDB-GENE-030131-5607	rrad
ZFIN:ZDB-GENE-030131-561	rgmd
ZFIN:ZDB-GENE-030131-5648	jade1
ZFIN:ZDB-GENE-030131-5654	slc12a8
ZFIN:ZDB-GENE-030131-571	snw1
ZFIN:ZDB-GENE-030131-5725	arid1ab
ZFIN:ZDB-GENE-030131-5735	traf6
ZFIN:ZDB-GENE-030131-5739	usp42
ZFIN:ZDB-GENE-030131-5742	enc3
ZFIN:ZDB-GENE-030131-574	ift88
ZFIN:ZDB-GENE-030131-5753	hirip3
ZFIN:ZDB-GENE-030131-577	prpf8
ZFIN:ZDB-GENE-030131-5784	bnc2
ZFIN:ZDB-GENE-030131-5794	snapc4
ZFIN:ZDB-GENE-030131-5804	vwa9
ZFIN:ZDB-GENE-030131-5836	pabpc1l
ZFIN:ZDB-GENE-030131-5843	spns2
ZFIN:ZDB-GENE-030131-5845	si:dkey-67c22.2
ZFIN:ZDB-GENE-030131-5866	slc15a2
ZFIN:ZDB-GENE-030131-5870	myh9a
ZFIN:ZDB-GENE-030131-5877	ppp1cc
ZFIN:ZDB-GENE-030131-5911	ptpn11a
ZFIN:ZDB-GENE-030131-5919	fxyd6
ZFIN:ZDB-GENE-030131-5921	vwa1
ZFIN:ZDB-GENE-030131-5930	adnp2b
ZFIN:ZDB-GENE-030131-5931	porcnl
ZFIN:ZDB-GENE-030131-5935	pho
ZFIN:ZDB-GENE-030131-5971	tnfrsf21
ZFIN:ZDB-GENE-030131-5982	gtpbp4
ZFIN:ZDB-GENE-030131-5990	wtap
ZFIN:ZDB-GENE-030131-5999	crfb6
ZFIN:ZDB-GENE-030131-6003	tmpoa
ZFIN:ZDB-GENE-030131-6008	vps51
ZFIN:ZDB-GENE-030131-6041	abi3bpb
ZFIN:ZDB-GENE-030131-6045	bcan
ZFIN:ZDB-GENE-030131-6067	mapre1a
ZFIN:ZDB-GENE-030131-6070	nipblb
ZFIN:ZDB-GENE-030131-6115	bmp15
ZFIN:ZDB-GENE-030131-6117	dido1
ZFIN:ZDB-GENE-030131-6129	aldh7a1
ZFIN:ZDB-GENE-030131-6134	plk3
ZFIN:ZDB-GENE-030131-6152	mmp13b
ZFIN:ZDB-GENE-030131-6166	eif3c
ZFIN:ZDB-GENE-030131-616	gnl3
ZFIN:ZDB-GENE-030131-6218	fam129bb
ZFIN:ZDB-GENE-030131-6221	clca1
ZFIN:ZDB-GENE-030131-6223	sufu
ZFIN:ZDB-GENE-030131-6275	si:ch211-214c7.4
ZFIN:ZDB-GENE-030131-6294	nol6
ZFIN:ZDB-GENE-030131-6300	lcorl
ZFIN:ZDB-GENE-030131-6305	fbxw11a
ZFIN:ZDB-GENE-030131-6322	nfat5a
ZFIN:ZDB-GENE-030131-6327	slc43a1a
ZFIN:ZDB-GENE-030131-6333	si:dkeyp-69c1.6
ZFIN:ZDB-GENE-030131-6349	nolc1
ZFIN:ZDB-GENE-030131-6378	heatr1
ZFIN:ZDB-GENE-030131-6385	adnpb
ZFIN:ZDB-GENE-030131-6401	toporsa
ZFIN:ZDB-GENE-030131-6403	larp6
ZFIN:ZDB-GENE-030131-6406	taf3
ZFIN:ZDB-GENE-030131-6420	xrcc6
ZFIN:ZDB-GENE-030131-6435	ric8b
ZFIN:ZDB-GENE-030131-6445	csnk1g2a
ZFIN:ZDB-GENE-030131-6456	phf21ab
ZFIN:ZDB-GENE-030131-6458	musk
ZFIN:ZDB-GENE-030131-6459	cap1
ZFIN:ZDB-GENE-030131-6485	mta3
ZFIN:ZDB-GENE-030131-6496	st14a
ZFIN:ZDB-GENE-030131-6500	ndufv3
ZFIN:ZDB-GENE-030131-6506	mob1a
ZFIN:ZDB-GENE-030131-650	dhx15
ZFIN:ZDB-GENE-030131-651	hfe2
ZFIN:ZDB-GENE-030131-6529	ppp1cbl
ZFIN:ZDB-GENE-030131-6545	fn1b
ZFIN:ZDB-GENE-030131-6547	psmc5
ZFIN:ZDB-GENE-030131-6550	eif4g2b
ZFIN:ZDB-GENE-030131-6560	boc
ZFIN:ZDB-GENE-030131-6572	wu:fa16h07
ZFIN:ZDB-GENE-030131-6583	ywhaba
ZFIN:ZDB-GENE-030131-6598	mbtps2
ZFIN:ZDB-GENE-030131-6654	tpp1
ZFIN:ZDB-GENE-030131-6665	chrnd
ZFIN:ZDB-GENE-030131-6671	vps41
ZFIN:ZDB-GENE-030131-667	ddx46
ZFIN:ZDB-GENE-030131-6710	mfap2
ZFIN:ZDB-GENE-030131-6722	wu:fa03e11
ZFIN:ZDB-GENE-030131-6760	tnfrsf19
ZFIN:ZDB-GENE-030131-6778	rtf1
ZFIN:ZDB-GENE-030131-6872	mdm4
ZFIN:ZDB-GENE-030131-6876	trmt2a
ZFIN:ZDB-GENE-030131-6896	larp7
ZFIN:ZDB-GENE-030131-693	prmt1
ZFIN:ZDB-GENE-030131-6959	rapgef2
ZFIN:ZDB-GENE-030131-695	myo1b
ZFIN:ZDB-GENE-030131-6960	orc1
ZFIN:ZDB-GENE-030131-6986	ncl
ZFIN:ZDB-GENE-030131-6989	ebna1bp2
ZFIN:ZDB-GENE-030131-6997	znf462
ZFIN:ZDB-GENE-030131-7003	atad2
ZFIN:ZDB-GENE-030131-7023	capzb
ZFIN:ZDB-GENE-030131-7038	spry2
ZFIN:ZDB-GENE-030131-7050	dync1h1
ZFIN:ZDB-GENE-030131-7093	setdb2
ZFIN:ZDB-GENE-030131-7098	wasb
ZFIN:ZDB-GENE-030131-7126	lrp1ab
ZFIN:ZDB-GENE-030131-713	nono
ZFIN:ZDB-GENE-030131-7145	col17a1b
ZFIN:ZDB-GENE-030131-7190	mecp2
ZFIN:ZDB-GENE-030131-7192	bmp3
ZFIN:ZDB-GENE-030131-726	usp1
ZFIN:ZDB-GENE-030131-7293	pcsk7
ZFIN:ZDB-GENE-030131-7349	socs3a
ZFIN:ZDB-GENE-030131-7393	grnb
ZFIN:ZDB-GENE-030131-73	tgfbi
ZFIN:ZDB-GENE-030131-7435	parp3
ZFIN:ZDB-GENE-030131-7440	tnrc6c1
ZFIN:ZDB-GENE-030131-7479	rpl23a
ZFIN:ZDB-GENE-030131-7487	amot
ZFIN:ZDB-GENE-030131-7513	ptpn6
ZFIN:ZDB-GENE-030131-7517	dsela
ZFIN:ZDB-GENE-030131-7531	dsg2.1
ZFIN:ZDB-GENE-030131-7591	rbp4l
ZFIN:ZDB-GENE-030131-760	ip6k2
ZFIN:ZDB-GENE-030131-7635	unc119.2
ZFIN:ZDB-GENE-030131-7696	wrb
ZFIN:ZDB-GENE-030131-774	cth
ZFIN:ZDB-GENE-030131-775	sulf2b
ZFIN:ZDB-GENE-030131-7779	slc1a2b
ZFIN:ZDB-GENE-030131-7787	tspan3a
ZFIN:ZDB-GENE-030131-7791	prmt8b
ZFIN:ZDB-GENE-030131-779	ywhae1
ZFIN:ZDB-GENE-030131-780	cdh15
ZFIN:ZDB-GENE-030131-7828	kdm1a
ZFIN:ZDB-GENE-030131-7856	lphn3.1
ZFIN:ZDB-GENE-030131-7859	jun
ZFIN:ZDB-GENE-030131-7864	sema3e
ZFIN:ZDB-GENE-030131-7889	lrp1aa
ZFIN:ZDB-GENE-030131-7896	cpne2
ZFIN:ZDB-GENE-030131-7928	rpn2
ZFIN:ZDB-GENE-030131-7949	supt6h
ZFIN:ZDB-GENE-030131-7972	nell2a
ZFIN:ZDB-GENE-030131-8003	atl1
ZFIN:ZDB-GENE-030131-8013	gria4b
ZFIN:ZDB-GENE-030131-8022	ndst1b
ZFIN:ZDB-GENE-030131-8032	cul2
ZFIN:ZDB-GENE-030131-8064	nkap
ZFIN:ZDB-GENE-030131-8078	cd2ap
ZFIN:ZDB-GENE-030131-8093	utp11l
ZFIN:ZDB-GENE-030131-8103	optn
ZFIN:ZDB-GENE-030131-8115	pcloa
ZFIN:ZDB-GENE-030131-8131	klhl17
ZFIN:ZDB-GENE-030131-8158	si:dkey-174m14.3
ZFIN:ZDB-GENE-030131-8176	wu:fj58c09
ZFIN:ZDB-GENE-030131-8203	sdk2b
ZFIN:ZDB-GENE-030131-8207	mylka
ZFIN:ZDB-GENE-030131-8210	loxl3b
ZFIN:ZDB-GENE-030131-8226	slc48a1b
ZFIN:ZDB-GENE-030131-8229	rhag
ZFIN:ZDB-GENE-030131-823	gnb1a
ZFIN:ZDB-GENE-030131-8277	gna13b
ZFIN:ZDB-GENE-030131-8292	rcan1b
ZFIN:ZDB-GENE-030131-8301	ptprja
ZFIN:ZDB-GENE-030131-8304	tmsb4x
ZFIN:ZDB-GENE-030131-8312	vps37a
ZFIN:ZDB-GENE-030131-8369	aldoaa
ZFIN:ZDB-GENE-030131-8404	trps1
ZFIN:ZDB-GENE-030131-8415	col1a2
ZFIN:ZDB-GENE-030131-8434	grna
ZFIN:ZDB-GENE-030131-8442	eif3d
ZFIN:ZDB-GENE-030131-8470	b3gnt5a
ZFIN:ZDB-GENE-030131-848	rbb4l
ZFIN:ZDB-GENE-030131-8494	rps3
ZFIN:ZDB-GENE-030131-8522	si:ch211-114c12.2
ZFIN:ZDB-GENE-030131-8585	rpl17
ZFIN:ZDB-GENE-030131-8589	dhx16
ZFIN:ZDB-GENE-030131-8626	rps8a
ZFIN:ZDB-GENE-030131-8631	rps14
ZFIN:ZDB-GENE-030131-8646	rpl9
ZFIN:ZDB-GENE-030131-8654	rpl7
ZFIN:ZDB-GENE-030131-8663	rplp1
ZFIN:ZDB-GENE-030131-8671	rpl6
ZFIN:ZDB-GENE-030131-8673	crfb1
ZFIN:ZDB-GENE-030131-8681	ptmab
ZFIN:ZDB-GENE-030131-8708	rps15a
ZFIN:ZDB-GENE-030131-8726	ufsp2
ZFIN:ZDB-GENE-030131-8752	rpl38
ZFIN:ZDB-GENE-030131-8756	rpl23
ZFIN:ZDB-GENE-030131-8769	znf148
ZFIN:ZDB-GENE-030131-8805	tbxas1
ZFIN:ZDB-GENE-030131-8820	tollip
ZFIN:ZDB-GENE-030131-8823	sdf2
ZFIN:ZDB-GENE-030131-8846	ttc8
ZFIN:ZDB-GENE-030131-8867	med14
ZFIN:ZDB-GENE-030131-8903	mpped2
ZFIN:ZDB-GENE-030131-8917	plxnb2a
ZFIN:ZDB-GENE-030131-8942	chek2
ZFIN:ZDB-GENE-030131-8951	rps12
ZFIN:ZDB-GENE-030131-8969	sema5a
ZFIN:ZDB-GENE-030131-9003	scaf4a
ZFIN:ZDB-GENE-030131-9008	prkdc
ZFIN:ZDB-GENE-030131-9021	sdc3
ZFIN:ZDB-GENE-030131-9033	prrx1b
ZFIN:ZDB-GENE-030131-9045	emc10
ZFIN:ZDB-GENE-030131-904	ndc80
ZFIN:ZDB-GENE-030131-9071	rpz2
ZFIN:ZDB-GENE-030131-9076	anxa5b
ZFIN:ZDB-GENE-030131-9092	rps15
ZFIN:ZDB-GENE-030131-9102	col1a1a
ZFIN:ZDB-GENE-030131-9105	and1
ZFIN:ZDB-GENE-030131-9111	tsc1a
ZFIN:ZDB-GENE-030131-9122	smg7
ZFIN:ZDB-GENE-030131-9123	mmp2
ZFIN:ZDB-GENE-030131-9126	ier2
ZFIN:ZDB-GENE-030131-9149	prss23
ZFIN:ZDB-GENE-030131-9180	synj1
ZFIN:ZDB-GENE-030131-9184	rps3a
ZFIN:ZDB-GENE-030131-9187	sept9a
ZFIN:ZDB-GENE-030131-921	snx3
ZFIN:ZDB-GENE-030131-9242	sulf1
ZFIN:ZDB-GENE-030131-9260	cdc42se1
ZFIN:ZDB-GENE-030131-9261	fgb
ZFIN:ZDB-GENE-030131-9322	alox5ap
ZFIN:ZDB-GENE-030131-9341	ajuba
ZFIN:ZDB-GENE-030131-9396	synrg
ZFIN:ZDB-GENE-030131-9416	taok2a
ZFIN:ZDB-GENE-030131-9435	plcd1b
ZFIN:ZDB-GENE-030131-9443	spag1a
ZFIN:ZDB-GENE-030131-945	lztfl1
ZFIN:ZDB-GENE-030131-9460	mpx
ZFIN:ZDB-GENE-030131-947	bhmt
ZFIN:ZDB-GENE-030131-9498	mettl3
ZFIN:ZDB-GENE-030131-9511	dcaf7
ZFIN:ZDB-GENE-030131-9512	coro1a
ZFIN:ZDB-GENE-030131-9516	lyve1b
ZFIN:ZDB-GENE-030131-9542	rhbg
ZFIN:ZDB-GENE-030131-9544	mcm4
ZFIN:ZDB-GENE-030131-9572	etv5a
ZFIN:ZDB-GENE-030131-9582	mbnl2
ZFIN:ZDB-GENE-030131-9588	camk2b1
ZFIN:ZDB-GENE-030131-960	ik
ZFIN:ZDB-GENE-030131-9612	rbm47
ZFIN:ZDB-GENE-030131-9631	ogt.1
ZFIN:ZDB-GENE-030131-9659	slc38a2
ZFIN:ZDB-GENE-030131-9662	rap1b
ZFIN:ZDB-GENE-030131-966	usp39
ZFIN:ZDB-GENE-030131-9670	nhp2l1b
ZFIN:ZDB-GENE-030131-9685	ddx18
ZFIN:ZDB-GENE-030131-9691	nop14
ZFIN:ZDB-GENE-030131-9700	noxo1a
ZFIN:ZDB-GENE-030131-970	rpl7l1
ZFIN:ZDB-GENE-030131-9710	yap1
ZFIN:ZDB-GENE-030131-9732	apobb.1
ZFIN:ZDB-GENE-030131-9745	thumpd3
ZFIN:ZDB-GENE-030131-9753	akap12b
ZFIN:ZDB-GENE-030131-9762	paics
ZFIN:ZDB-GENE-030131-9765	hmcn2
ZFIN:ZDB-GENE-030131-9770	amotl2a
ZFIN:ZDB-GENE-030131-9774	lrrc17
ZFIN:ZDB-GENE-030131-977	cct5
ZFIN:ZDB-GENE-030131-9788	frem3
ZFIN:ZDB-GENE-030131-9790	abca12
ZFIN:ZDB-GENE-030131-9800	sb:cb37
ZFIN:ZDB-GENE-030131-9805	ppp1r13ba
ZFIN:ZDB-GENE-030131-9807	colec12
ZFIN:ZDB-GENE-030131-9810	tomm22
ZFIN:ZDB-GENE-030131-9814	rspo3
ZFIN:ZDB-GENE-030131-9818	pmela
ZFIN:ZDB-GENE-030131-9823	lama5
ZFIN:ZDB-GENE-030131-9825	smyd1a
ZFIN:ZDB-GENE-030131-9829	kdm7aa
ZFIN:ZDB-GENE-030131-9832	zgc:66433
ZFIN:ZDB-GENE-030131-9837	rrp1
ZFIN:ZDB-GENE-030131-9839	rgs4
ZFIN:ZDB-GENE-030131-9847	pdcd4b
ZFIN:ZDB-GENE-030131-9848	jph2
ZFIN:ZDB-GENE-030131-9854	grhl3
ZFIN:ZDB-GENE-030131-9860	zfp36l1a
ZFIN:ZDB-GENE-030131-9864	mybbp1a
ZFIN:ZDB-GENE-030131-9875	klhl41b
ZFIN:ZDB-GENE-030131-9877	llgl2
ZFIN:ZDB-GENE-030131-9878	noc3l
ZFIN:ZDB-GENE-030131-9889	col14a1a
ZFIN:ZDB-GENE-030131-9895	znf513
ZFIN:ZDB-GENE-030131-9927	rhpn2
ZFIN:ZDB-GENE-030131-994	rad21a
ZFIN:ZDB-GENE-030131-9975	dact2
ZFIN:ZDB-GENE-030131-9	sparc
ZFIN:ZDB-GENE-030219-119	rps6ka3a
ZFIN:ZDB-GENE-030219-130	unc119.1
ZFIN:ZDB-GENE-030219-132	usp10
ZFIN:ZDB-GENE-030219-146	bmper
ZFIN:ZDB-GENE-030219-1	spaw
ZFIN:ZDB-GENE-030219-204	ppdpfa
ZFIN:ZDB-GENE-030219-213	mcamb
ZFIN:ZDB-GENE-030219-38	copb1
ZFIN:ZDB-GENE-030219-51	mych
ZFIN:ZDB-GENE-030219-83	mars
ZFIN:ZDB-GENE-030219-90	bbs7
ZFIN:ZDB-GENE-030219-92	zic2b
ZFIN:ZDB-GENE-030313-1	rapsn
ZFIN:ZDB-GENE-030314-1	chrm2a
ZFIN:ZDB-GENE-030318-1	cxcl12a
ZFIN:ZDB-GENE-030318-2	chm
ZFIN:ZDB-GENE-030318-3	myo6b
ZFIN:ZDB-GENE-030319-3	p2rx3b
ZFIN:ZDB-GENE-030319-5	p2rx5
ZFIN:ZDB-GENE-030319-6	p2rx7
ZFIN:ZDB-GENE-030321-1	gli1
ZFIN:ZDB-GENE-030323-1	fgfr2
ZFIN:ZDB-GENE-030326-1	dlst
ZFIN:ZDB-GENE-030326-4	hspb1
ZFIN:ZDB-GENE-030327-4	dio2
ZFIN:ZDB-GENE-030327-7	sepn1
ZFIN:ZDB-GENE-030328-29	cars
ZFIN:ZDB-GENE-030328-39	pik3c2a
ZFIN:ZDB-GENE-030328-41	dio1
ZFIN:ZDB-GENE-030328-42	pnx
ZFIN:ZDB-GENE-030404-2	mib1
ZFIN:ZDB-GENE-030407-1	oxt
ZFIN:ZDB-GENE-030408-1	arntl1b
ZFIN:ZDB-GENE-030408-2	clockb
ZFIN:ZDB-GENE-030411-2	seph
ZFIN:ZDB-GENE-030411-5	krt8
ZFIN:ZDB-GENE-030411-6	krt18
ZFIN:ZDB-GENE-030421-3	plcg1
ZFIN:ZDB-GENE-030425-1	bin1b
ZFIN:ZDB-GENE-030425-4	ppm1g
ZFIN:ZDB-GENE-030425-5	cited4b
ZFIN:ZDB-GENE-030429-30	gmnn
ZFIN:ZDB-GENE-030429-36	rrbp1b
ZFIN:ZDB-GENE-030502-1	mc1r
ZFIN:ZDB-GENE-030502-3	mc3r
ZFIN:ZDB-GENE-030502-5	mchr1b
ZFIN:ZDB-GENE-030502-6	mchr2
ZFIN:ZDB-GENE-030505-1	foxi1
ZFIN:ZDB-GENE-030508-1	otx5
ZFIN:ZDB-GENE-030513-1	prl
ZFIN:ZDB-GENE-030513-2	pomca
ZFIN:ZDB-GENE-030515-6	nrarpa
ZFIN:ZDB-GENE-030515-7	nrarpb
ZFIN:ZDB-GENE-030516-3	col18a1
ZFIN:ZDB-GENE-030516-4	ypel3
ZFIN:ZDB-GENE-030519-2	nrp1a
ZFIN:ZDB-GENE-030520-1	tnnt2c
ZFIN:ZDB-GENE-030520-2	tnnt3b
ZFIN:ZDB-GENE-030521-11	dpy19l1l
ZFIN:ZDB-GENE-030521-13	cdkn1bb
ZFIN:ZDB-GENE-030522-1	cmlc1
ZFIN:ZDB-GENE-030523-1	tnnc1a
ZFIN:ZDB-GENE-030530-1	szl
ZFIN:ZDB-GENE-030603-1	mgaa
ZFIN:ZDB-GENE-030605-1	smarca4a
ZFIN:ZDB-GENE-030612-1	timp2a
ZFIN:ZDB-GENE-030616-115	ltk
ZFIN:ZDB-GENE-030616-127	ier5
ZFIN:ZDB-GENE-030616-128	pdzk1ip1l
ZFIN:ZDB-GENE-030616-132	mycbp2
ZFIN:ZDB-GENE-030616-135	cacna1da
ZFIN:ZDB-GENE-030616-23	stat1b
ZFIN:ZDB-GENE-030616-245	abcb3l1
ZFIN:ZDB-GENE-030616-358	ccdc65
ZFIN:ZDB-GENE-030616-37	nsfa
ZFIN:ZDB-GENE-030616-382	adrbk2
ZFIN:ZDB-GENE-030616-3	pcdh15a
ZFIN:ZDB-GENE-030616-408	cenpn
ZFIN:ZDB-GENE-030616-413	ttnb
ZFIN:ZDB-GENE-030616-44	atad1b
ZFIN:ZDB-GENE-030616-450	epb41l5
ZFIN:ZDB-GENE-030616-47	ptenb
ZFIN:ZDB-GENE-030616-499	lpar1
ZFIN:ZDB-GENE-030616-521	pdxkb
ZFIN:ZDB-GENE-030616-54	thoc2
ZFIN:ZDB-GENE-030616-554	slc17a6b
ZFIN:ZDB-GENE-030616-563	tbp
ZFIN:ZDB-GENE-030616-571	auts2
ZFIN:ZDB-GENE-030616-572	scrib
ZFIN:ZDB-GENE-030616-579	ptf1a
ZFIN:ZDB-GENE-030616-585	prmt5
ZFIN:ZDB-GENE-030616-58	gpr161
ZFIN:ZDB-GENE-030616-590	si:ch211-14a17.7
ZFIN:ZDB-GENE-030616-594	plcb3
ZFIN:ZDB-GENE-030616-595	ppp1r14bb
ZFIN:ZDB-GENE-030616-5	wdr75
ZFIN:ZDB-GENE-030616-608	iars2
ZFIN:ZDB-GENE-030616-609	ppp1cb
ZFIN:ZDB-GENE-030616-61	otud5a
ZFIN:ZDB-GENE-030616-622	adam8a
ZFIN:ZDB-GENE-030616-74	arr3b
ZFIN:ZDB-GENE-030616-78	celsr1a
ZFIN:ZDB-GENE-030616-81	ncor2
ZFIN:ZDB-GENE-030616-99	si:busm1-104n07.3
ZFIN:ZDB-GENE-030618-1	tgfb1a
ZFIN:ZDB-GENE-030707-3	anxa6
ZFIN:ZDB-GENE-030708-1	fgf24
ZFIN:ZDB-GENE-030708-2	zic3
ZFIN:ZDB-GENE-030710-1	rtn4a
ZFIN:ZDB-GENE-030710-2	rtn4b
ZFIN:ZDB-GENE-030710-9	gpm6ba
ZFIN:ZDB-GENE-030715-1	fgf10a
ZFIN:ZDB-GENE-030717-2	wnt2ba
ZFIN:ZDB-GENE-030717-4	cds2
