MGI:1924285	Kdm8
MGI:3521797	Eclc
MGI:97769	Prnp
MGI:5510757	m6Anu
MGI:1913266	Tk2
MGI:1346076	Mmp17
MGI:2671383	hem2
MGI:1918335	Arhgap19
MGI:1315200	M1ap
MGI:1919574	Plxdc1
MGI:1919539	Malat1
MGI:2149048	Adip7
MGI:2389103	Bmd16
MGI:98947	we
MGI:1914495	Peli1
MGI:97390	Ny
MGI:3036323	Lxw3
MGI:96067	Htt
MGI:3582417	Agnm3
MGI:2680102	Loca1
MGI:96829	Lrpap1
MGI:3686725	Gena391
MGI:1922855	Kdm5b
MGI:1344412	Ldb3
MGI:1927345	Xrcc2
MGI:3720932	Tgq25
MGI:2442062	Sh3pxd2b
MGI:96794	Lmna
MGI:3042907	Epfq5
MGI:1342278	Unc13b
MGI:1932137	Tnxb
MGI:97321	Ngf
MGI:3714795	Hrdg1
MGI:3050640	swm2
MGI:103557	Xpc
MGI:3510141	Bwnd4wk4
MGI:1914944	Ift74
MGI:1355272	Csnk1d
MGI:103169	Scn8a
MGI:3629979	Nilac9
MGI:1858414	Ngef
MGI:2671677	inft6
MGI:2450691	Mhdadsk8
MGI:104774	Adra1b
MGI:1913893	Lix1
MGI:88151	Glb1
MGI:2138934	Mbd5
MGI:5141714	Play63
MGI:4833661	m2Jrt
MGI:1928743	Kcnd3
MGI:5510747	m3Anu
MGI:2656547	Lmr14
MGI:105308	Pnoc
MGI:97545	Cfp
MGI:2146159	Alg10b
MGI:1101768	H3f3b
MGI:1890500	Mcoln3
MGI:1345180	Lynx1
MGI:96663	Kcna6
MGI:109526	Trpc3
MGI:97551	Prf1
MGI:2678714	Hlb295
MGI:3041242	Sema3g
MGI:103159	Cish
MGI:107427	Elavl4
MGI:3575141	Hlb245
MGI:1277186	Atg5
MGI:103100	Car7
MGI:88149	Bfo
MGI:3811053	Rgsc995
MGI:98932	Vim
MGI:1346864	Mapk13
MGI:894703	Unc5b
MGI:1930751	Trpc4ap
MGI:1194884	Evl
MGI:94862	Slc6a3
MGI:3589180	Pbwg20
MGI:1277968	Ptrf
MGI:88587	Cyp19a1
MGI:2180917	Pth2r
MGI:98188	rs
MGI:2145578	Slain1
MGI:1100511	Myt1l
MGI:108429	Lpar1
MGI:2139758	Clca5
MGI:2179403	Galnt5
MGI:2687005	Leprot
MGI:5490252	enu164
MGI:2686943	Hrtfm6
MGI:1928761	Slc19a2
MGI:94867	Dbx1
MGI:2154691	Del(6)Snca1Slab
MGI:3762548	Drinkkcl3
MGI:107799	Gadd45a
MGI:1928676	Htra2
MGI:3693654	Eac2
MGI:1095419	Kdm6a
MGI:108384	Btg2
MGI:2384917	Cep290
MGI:101922	Tnc
MGI:1354959	Hs6st2
MGI:88337	Cd40lg
MGI:2179381	Prpf8
MGI:3702628	Del(16Dgcr2-Arvcf)1Ais
MGI:109355	Stx1a
MGI:3604748	Mfiq2
MGI:2177742	Hps4
MGI:99557	Pde4b
MGI:1289196	Rnf213
MGI:5442350	Mut1544
MGI:1919305	Slc38a10
MGI:5425972	BPL006
MGI:3698540	Tailq7
MGI:2687238	Hbnr4
MGI:1347464	Foxg1
MGI:1861735	Tmeff2
MGI:2156765	Stard5
MGI:1345638	Pbw1
MGI:3723314	Fl1sa
MGI:103178	Vegfa
MGI:1342005	Mthfd1
MGI:3045221	Tlr12
MGI:3616693	Del(2Hoxd8-Hoxd9)22Ddu
MGI:2680977	Scc15
MGI:1349215	Abcd1
MGI:107172	Ppp3r1
MGI:3036905	Aorls2
MGI:2442403	Stk32a
MGI:1202394	Gif
MGI:2387369	Sluc24
MGI:2148558	Axtofd4
MGI:95697	Gfap
MGI:3575171	Hlb147
MGI:3528323	Manln18
MGI:2147870	Lrch2
MGI:3708152	pado
MGI:1100089	Tnfsf11
MGI:1203524	Smarcc1
MGI:3762229	Wg2d
MGI:2386607	Abca5
MGI:2387153	Npb
MGI:3829403	Abshq3
MGI:1345613	Pbd2
MGI:98301	Pmel
MGI:88469	Comp
MGI:1351623	Pald1
MGI:95893	H1f0
MGI:109196	Efnb3
MGI:2137702	Stnn
MGI:894289	Ebf3
MGI:4821845	avc6
MGI:892013	Agrp
MGI:2142347	Zfp568
MGI:96549	Il2ra
MGI:106673	Adra1d
MGI:1859631	Pdgfc
MGI:5578634	Del(16Tmprss2-Erg)1Sho
MGI:1913484	Msmo1
MGI:107434	Cdh8
MGI:2444934	Ppargc1b
MGI:2664517	Aod1a
MGI:88116	Atp6v0c
MGI:1919369	Tpx2
MGI:3043035	Gn
MGI:3040461	Elsgp1
MGI:1925224	Rdh12
MGI:2671305	l11Jus34
MGI:5056358	clpex
MGI:2671456	nur11
MGI:1927542	Pitpnb
MGI:3512166	Dfq1
MGI:1929608	Aatf
MGI:88002	Ambp
MGI:3652910	Hemq6
MGI:2155302	Sec63
MGI:107926	Rock2
MGI:1344341	Car14
MGI:2684016	Sysbp1
MGI:107157	Sin3a
MGI:88244	S100a8
MGI:1100508	Kcnj8
MGI:2157525	Dppa4
MGI:2684817	Snhg3
MGI:2443686	Rtbdn
MGI:1914469	Med18
MGI:3512780	repro14
MGI:3608325	Pdzd7
MGI:96230	hs
MGI:1929258	Kcnip3
MGI:1860086	Crlf3
MGI:1330841	Bcl2l10
MGI:3528311	Manln6
MGI:1932697	Lamtor2
MGI:1920336	Rps6ka5
MGI:1914797	Slc39a8
MGI:3713742	Pbwg1.5
MGI:1338788	Pex11a
MGI:2449470	Dmrt3
MGI:1351644	Abcc5
MGI:3525632	Obsty3
MGI:5446731	Del(Y)2H
MGI:2671563	crf1
MGI:3582467	Gnf2
MGI:3588498	bgby
MGI:3053533	tmgc39
MGI:3606310	Play24
MGI:104961	Tnfaip1
MGI:3604975	Bodw3
MGI:97482	Pas2
MGI:1923373	Gpsm2
MGI:1927072	Ppp1r15a
MGI:95661	Gata1
MGI:3655630	Raml1
MGI:2665065	Pcyts4
MGI:2388831	Nidds
MGI:5308748	Bhv31
MGI:1346078	Twf2
MGI:1890414	Bwq4
MGI:1351343	Grm6
MGI:3042906	Lvrq6
MGI:96634	jd
MGI:3766468	Ckdbp1
MGI:1345284	Slc34a1
MGI:98747	Thy1
MGI:105059	Was
MGI:3806831	Rgsc669
MGI:1344381	Dnajb6
MGI:3840816	Del(2Hoxd12-Hoxd13)41Ddu
MGI:2158450	Cdcs2
MGI:2671304	l11Jus33
MGI:2671674	inft3
MGI:98927	Vcl
MGI:1277097	Alx3
MGI:109372	Cbx5
MGI:1352764	l7Rl2
MGI:97604	Pklr
MGI:5501425	In(19Fgf8-Pitx3)1Fsp
MGI:1934674	Bts2
MGI:104792	Iva1
MGI:1858511	Mnek1b
MGI:3619561	Asdq4
MGI:1922757	Pou5f2
MGI:1100845	Krt6a
MGI:2443672	Slc12a8
MGI:1261433	Endog
MGI:1921494	Atg7
MGI:1932970	Ucn3
MGI:1925031	Epm2aip1
MGI:1917851	Ecd
MGI:2149350	Bbaa1
MGI:3686759	Gena200
MGI:101800	Dppa5a
MGI:97427	oel
MGI:2679582	Sbc
MGI:3603223	Mpdk4
MGI:88440	co
MGI:103236	Efna1
MGI:3042894	Splq6
MGI:97827	py
MGI:1274782	Alox12b
MGI:103215	Ssic1
MGI:109529	Dpf2
MGI:2151921	Tne1
MGI:3817280	Rgsc1662
MGI:1333776	Ahrr
MGI:1921941	Tdrd9
MGI:3042914	Tesq3
MGI:1345146	Grk1
MGI:2389097	Bmd11
MGI:1321392	Pex7
MGI:3811114	Mleu3
MGI:3526936	W6q4
MGI:3790486	Mirc3
MGI:3525634	Splwt1
MGI:108074	Sptlc2
MGI:3530296	Mhdarco008
MGI:94903	Dlx3
MGI:2679586	Sgh
MGI:1914218	Plin5
MGI:1346880	Map3k11
MGI:1890169	Erbb2ip
MGI:3812369	Rgsc718
MGI:2446642	Pbrgcsf1
MGI:95729	Gli3
MGI:105970	Sbw1
MGI:2685072	Taar4
MGI:2443760	Etnk2
MGI:3656277	Mohg4
MGI:104528	S100g
MGI:1333804	Vbp1
MGI:1328366	Smarcb1
MGI:1858757	Aeyo
MGI:1891408	Onecut2
MGI:95539	Fk
MGI:97434	Om
MGI:2159410	Slc34a3
MGI:2149028	Lcl
MGI:1890582	Hpi2
MGI:98874	Txn1
MGI:3720092	Hdlq56
MGI:2151835	Mnif3
MGI:107742	Stra6
MGI:1351209	Tlx3
MGI:106199	Vegfb
MGI:88302	Ccnb1
MGI:1861674	Nespas
MGI:2148202	Ces1d
MGI:88103	Ath8
MGI:1298216	Crygs
MGI:1316736	Men1
MGI:5425930	BCH009
MGI:1924237	Hdhd2
MGI:1333833	Cbfa2t2
MGI:2149822	Mors1
MGI:3033910	l11Jus49
MGI:1889024	Cd200r1
MGI:2151074	Amp1
MGI:1926943	Atp12a
MGI:97548	Pfkm
MGI:98291	Sgp2
MGI:1355292	Il17rb
MGI:3720116	Tglq2a
MGI:1349721	Tob1
MGI:5515442	M369b
MGI:1931465	Pycard
MGI:2157947	Cd209d
MGI:109424	Abca4
MGI:2155888	Il25
MGI:1920018	Topbp1
MGI:3577213	Lith19
MGI:1921633	Ubap2l
MGI:3629776	Gt(pU21B)113Imeg
MGI:1914449	Pfdn1
MGI:1932202	Tabw
MGI:88457	Col5a1
MGI:3807034	Rgsc755
MGI:107432	Drp2
MGI:1860511	Heyl
MGI:105377	Adam19
MGI:109204	Obq1
MGI:2386567	Fembrs3
MGI:103009	Epb4.1l2
MGI:102755	Zbtb7b
MGI:3526926	W6q7
MGI:2671407	gro24
MGI:3602999	nmf419
MGI:1929996	Trpm7
MGI:3522296	Tmtri
MGI:5436114	Mvd018
MGI:104688	Col4a3
MGI:1261811	Myo15
MGI:104871	Ppp1cb
MGI:3046737	Hpcr2
MGI:5284961	Irm1
MGI:2685427	Gfy
MGI:5311871	Hw
MGI:1330859	Fut9
MGI:2150405	Cosz2
MGI:96795	Lmnb1
MGI:1329015	Nfatc2ip
MGI:1918984	Pan2
MGI:2150031	Actd2
MGI:1914357	Ankrd12
MGI:1355331	Olig2
MGI:2149057	Skl7
MGI:2680094	Rrodp1
MGI:108024	Rgn
MGI:3045789	msrvh1
MGI:2671299	l11Jus28
MGI:2178076	Pla2g15
MGI:1915568	Aph1c
MGI:2152535	B3gnt3
MGI:1888526	Xpo4
MGI:1918040	Ubr5
MGI:1859854	Rcor2
MGI:3033902	gro57
MGI:1343461	Ecel1
MGI:1926212	Med12
MGI:1347002	Angptl2
MGI:1891496	Jph2
MGI:1913904	Tex12
MGI:5499191	Quaver
MGI:5523266	Del(2Igs15-Igs9)66Ddu
MGI:3625042	Myci2
MGI:892966	Tir1
MGI:1888978	Ntn4
MGI:4437003	Is(14)1Rdf
MGI:88556	Ctla4
MGI:2684960	Kiz
MGI:3577460	l4Jus31
MGI:107573	Ott
MGI:108118	Tsx
MGI:96611	Itgb2
MGI:1333811	Mbd1
MGI:3789694	In(1)12Rk
MGI:102760	Star
MGI:99878	Ppm1a
MGI:3526252	Shar
MGI:109608	Fap
MGI:2446630	Ago1
MGI:3695446	Amdt2
MGI:95294	Egfr
MGI:2661248	Cd8mts3
MGI:1336214	Khsrp
MGI:1915651	G6pc3
MGI:107810	Tfam
MGI:105086	Pou2af1
MGI:98427	Il1rl1
MGI:3723101	Mtbcq3
MGI:2141640	Kcp
MGI:97289	nd
MGI:2664867	Tauph
MGI:1890221	Fetub
MGI:1932286	Egln1
MGI:3616017	Del(2Hoxd1-Hoxd13)1Ddu
MGI:3693655	Eac3
MGI:1202065	Chek1
MGI:2388670	Nociq2
MGI:1858599	Egfl6
MGI:87931	Cfd
MGI:3589226	tmgc54
MGI:88407	Ckb
MGI:2661242	Cd8mts1
MGI:2662493	Lipq2
MGI:106921	Scn2b
MGI:894332	Ebf2
MGI:2151211	Pgia3
MGI:1354944	Orc3
MGI:3698550	Gfpq1
MGI:1336890	Eye2
MGI:3795192	hlb520
MGI:2671495	nur25
MGI:97790	Pt
MGI:2148582	Lrnx7
MGI:1196287	Dffb
MGI:105923	Ednra
MGI:3614264	tmgc61
MGI:1859516	Rps28
MGI:2179430	Klhl8
MGI:1100514	Pnn
MGI:3043645	gro71
MGI:96878	Blnk
MGI:2152297	Pth2
MGI:1096863	Entpd2
MGI:1333813	Mbd2
MGI:1096866	Chad
MGI:5051624	mslsHubr
MGI:5311352	b2b1200Clo
MGI:5582316	Del(8Atp6v0d1-Agrp)1Rpa
MGI:3619402	Mir429
MGI:3522246	tga
MGI:2159649	Khdrbs2
MGI:5562362	Dp(16Tiam1-Il10rb)8Yey
MGI:3041243	Nfkbid
MGI:2686926	Gdpd5
MGI:3527657	Egq6
MGI:99211	Zfx
MGI:87895	Chrng
MGI:2386848	Cyb5r4
MGI:3796075	Mvwf4
MGI:1924301	Os9
MGI:3526912	W3q1
MGI:3621646	nmf253
MGI:1917275	Acot7
MGI:2671282	l11Jus14
MGI:108412	Ppap2a
MGI:3707015	Gofm3
MGI:2448974	baln
MGI:2152776	Bswt
MGI:2149821	Hsd17b11
MGI:1913955	Dnase1l2
MGI:3054066	Mdmsc2
MGI:2441849	Lpp
MGI:109295	Sall3
MGI:1353479	Slc22a4
MGI:2149036	Obox6
MGI:99512	Ccl7
MGI:1346832	Esrrb
MGI:1920211	Slc17a7
MGI:96919	Ascl1
MGI:2150920	Fgfrl1
MGI:5049978	flanka
MGI:2152389	Ivns1abp
MGI:1914609	Loxhd1
MGI:1927169	B4galt5
MGI:3038383	eyes1
MGI:3512172	Orq3
MGI:3723103	Mtbcq5
MGI:3033899	gro54
MGI:5426051	SAP006
MGI:103265	Frk
MGI:98460	Syn1
MGI:3697137	Psrs5
MGI:3512757	BC037156
MGI:1913750	Slc30a7
MGI:3582468	Gnf3
MGI:105956	Pde6c
MGI:107813	Tubb3
MGI:2671616	skc23
MGI:96705	Krt8
MGI:1913840	Farsa
MGI:3575697	Tcdel2
MGI:107489	Phex
MGI:1202398	Kera
MGI:102694	Ptprm
MGI:1858961	Prc1
MGI:5429771	b2b1528Clo
MGI:5429751	Mut1305
MGI:2151172	Mta3
MGI:5527558	Tl5
MGI:96600	Itga2
MGI:1930704	Bhlhe41
MGI:97361	Nos2
MGI:2141503	Pot1a
MGI:97595	Prkca
MGI:109281	Pkp4
MGI:87859	Abl1
MGI:3686761	Gena160
MGI:3577480	nur73
MGI:1277202	Cnih1
MGI:87866	Acadl
MGI:3043439	Hrtq1
MGI:99146	Ybx1
MGI:3526914	W6q2
MGI:2652871	Dock5
MGI:2661279	Pcd4ts2
MGI:1349433	Bmd2
MGI:96411	Idd9
MGI:2152768	Lch
MGI:2149689	Skull8
MGI:2665064	Pcyts3
MGI:99533	Mef2d
MGI:1919404	Zfp157
MGI:2443065	Agps
MGI:1922908	Pabpc1l
MGI:1353495	Slc25a4
MGI:88291	Ccd
MGI:1346086	Aplnr
MGI:3580547	Nsila7
MGI:2180197	Lgi4
MGI:88516	Cryab
MGI:1343094	Kat2b
MGI:5438049	b2b1709Clo
MGI:2671410	gro27
MGI:3528318	Manln13
MGI:3616196	Del(2Hoxd9-Hoxd10)14Ddu
MGI:5431488	b2b1436Clo
MGI:4833644	CA001
MGI:3487249	Del(16Cbr1-ORF9)1Rhr
MGI:1196617	Ninj1
MGI:88169	Blk
MGI:1921982	Stx11
MGI:1858902	Etohr
MGI:1923492	Rph3al
MGI:3040463	Elsgp3
MGI:1346059	Gasa2
MGI:95553	Flg
MGI:3769154	Aec1
MGI:1929100	Stam2
MGI:1919012	Tspan33
MGI:3624135	Cq5
MGI:96190	Hoxb9
MGI:1313278	Fzd9
MGI:1860765	Extl3
MGI:107567	Irgm1
MGI:2178482	Bbaa19
MGI:3614560	Ath30
MGI:3038395	nur38
MGI:107180	Elf1
MGI:1339751	Csf3
MGI:109377	Ell
MGI:2143628	L3mbtl3
MGI:1270851	Guca2b
MGI:2670673	tmgc14
MGI:97010	Mmp3
MGI:3588495	Shtm
MGI:2671493	nur24
MGI:3687292	Shali1
MGI:107824	Ccr4
MGI:2685992	A830080D01Rik
MGI:3640533	Pregq1
MGI:95497	Fcer2a
MGI:3817297	Rgsc1670
MGI:2446217	Phf13
MGI:1927653	Gpr88
MGI:2153060	Gjc2
MGI:109474	Commd1
MGI:5495806	Play47
MGI:96907	Marcks
MGI:98201	rst
MGI:1347477	Foxa3
MGI:3514357	Hdl34
MGI:1289308	Tax1bp1
MGI:1349635	Sec23a
MGI:108028	Atr
MGI:1925302	Tmem190
MGI:96409	Idd7
MGI:3604966	Abfp5
MGI:2150633	Xmo3
MGI:2385356	Desp1
MGI:88094	at
MGI:1919293	Sulf2
MGI:1338035	Itgb8
MGI:1930004	Cst10
MGI:1923566	Dnaaf2
MGI:2450687	Mhdadsk6
MGI:97603	Pkd1
MGI:1914799	Gpr89
MGI:96196	Hoxc5
MGI:102666	Ppp5c
MGI:3629726	Gt(pU21)115Imeg
MGI:1096392	Hcn1
MGI:95494	Fcer1a
MGI:108476	Fzd3
MGI:3800488	Rgsc393
MGI:99187	Zfp42
MGI:2682681	Mhdakta28
MGI:3769707	Cyp3a59
MGI:1914264	Mina
MGI:87926	Adh7
MGI:2671375	skc1
MGI:102519	Cst3
MGI:104850	Cd55
MGI:1928994	Tro
MGI:2388805	Krcn1
MGI:1929913	Bcl11b
MGI:2448554	Nbeal2
MGI:5582503	Del(2Cd59b-Cd59a)1Jha
MGI:104886	Gpx5
MGI:1927655	Ggcx
MGI:97303	Nek1
MGI:1929260	Mtch2
MGI:1194503	Atp2a3
MGI:1914470	Plekho1
MGI:107588	Gjb6
MGI:2149727	Pbd1
MGI:1351340	Grm3
MGI:3580376	Lemd3
MGI:105126	Rad23a
MGI:1309469	Casq2
MGI:1306803	Lhx6
MGI:3525121	Rthyd3
MGI:97824	Pvt1
MGI:1197013	Rasa3
MGI:2671606	skc10
MGI:2389131	Bmd7
MGI:3524867	Eae27
MGI:98483	Tap1
MGI:2385458	Acsns1
MGI:2176908	Stheal4
MGI:3586311	Ath28
MGI:1352459	Nr6a1
MGI:88590	Cyp1b1
MGI:5582324	Del(12Bdkrb2-Bdkrb1)1Mki
MGI:2671488	nur22
MGI:1926039	Vsig1
MGI:3762136	Del(2Hoxd4-Hoxd13)28Ddu
MGI:5469266	Del(5Cyp3a57-Cyp3a59)1Mtos
MGI:98349	Soa
MGI:1289160	Mpzl2
MGI:1913458	Nenf
MGI:1923239	Treml4
MGI:108247	Tdg
MGI:1201782	Oit3
MGI:101789	Lig1
MGI:1277171	Dcx
MGI:2656802	Lbm1
MGI:3528033	Hdlcl1
MGI:1201414	Cer1
MGI:3799279	m152Asp
MGI:98293	Sha
MGI:2384617	Eae26
MGI:2671421	gro34
MGI:2137602	Cq2
MGI:3811753	Rgsc1465
MGI:3810288	Del(7Olfr64-Hbb-ar)1Mkg
MGI:2451364	Ath18
MGI:2136825	N4bp1
MGI:99958	Dob3
MGI:1351470	Skts12
MGI:105061	Clcn2
MGI:5584113	Del(6Ephb6-Trpv6)1Mfre
MGI:2138283	Chst10
MGI:5425964	BPL002
MGI:2147319	Svil
MGI:3604983	Spnw1
MGI:2429498	Gprc6a
MGI:1332226	Soat2
MGI:3040200	Cocia9
MGI:2146207	Gga1
MGI:2146995	G6b
MGI:107163	Ppp3cb
MGI:1931749	Pum1
MGI:5510741	m1Anu
MGI:3051264	Dmyaq2
MGI:3033919	l4Jus7
MGI:3616074	Del(2Hoxd11-Hoxd13)2Ddu
MGI:2387373	Sluc28
MGI:103290	Rela
MGI:1332637	Arhgap5
MGI:101804	Tlag1
MGI:103177	Mpz
MGI:104297	Nova1
MGI:2442632	Cacna2d4
MGI:1923457	Tmem98
MGI:96956	mea
MGI:1341292	Ush2a
MGI:97749	Ppia
MGI:2443157	Mib1
MGI:3513462	Noan1
MGI:2137241	C10bw4
MGI:95739	Glul
MGI:3811098	Rgsc1501
MGI:1917942	Insc
MGI:88180	Bmp4
MGI:2389312	Txndc2
MGI:5498478	b2b2110Clo
MGI:95787	Gng7
MGI:2384311	Trhde
MGI:98366	Sox4
MGI:1891209	Efemp2
MGI:2150696	Obq7
MGI:95402	Epb4.2
MGI:95836	Grpr
MGI:3811045	Rgsc844
MGI:2384560	Aars
MGI:2146012	Card10
MGI:95621	Gabrb3
MGI:1890084	Idd9.3
MGI:3036182	Skmw1
MGI:1922035	Fam73b
MGI:2389461	Maml3
MGI:1316721	Lhx9
MGI:1345279	Slc11a2
MGI:109349	Atf2
MGI:1923539	Phf14
MGI:1913150	Trem2
MGI:892014	Sfrp1
MGI:2656541	Lmr8
MGI:3051647	Pappa2
MGI:1921743	Tnks2
MGI:2181676	Ackr4
MGI:1891838	Zbtb32
MGI:3035967	Pbwg9
MGI:95498	Fcgr1
MGI:2386643	Tnip2
MGI:1355553	Atoh7
MGI:97583	Pik3r1
MGI:1315195	Emg1
MGI:103035	Stat5b
MGI:107341	Ctss
MGI:2668888	Blmpf2
MGI:1336993	Ap4e1
MGI:103220	Meox1
MGI:1333745	Snapin
MGI:104580	Rapgef1
MGI:2685073	Taar5
MGI:107471	Notch4
MGI:1924134	Cyfip2
MGI:5495794	Play79
MGI:3799296	m412Asp
MGI:1350921	Fkbp9
MGI:107422	Hspa4l
MGI:1338758	Adnp
MGI:97292	Neb
MGI:1915207	March5
MGI:3845102	Nihlr1
MGI:1201689	Tapbp
MGI:3640534	Pregq2
MGI:88239	cab
MGI:96764	Ldhc
MGI:3761013	ssl
MGI:2447063	Tenm4
MGI:87964	Agtr1a
MGI:2139354	Arfgef2
MGI:3758822	sbse
MGI:3803883	Nicoq3
MGI:1339708	Neurod1
MGI:3046709	gro78
MGI:1352630	Abcc9
MGI:109124	Vegfc
MGI:2384768	Hectd1
MGI:103189	Mmp7
MGI:1309537	Alcw2
MGI:95704	Ggta1
MGI:2671431	gro44
MGI:109252	Sema4c
MGI:1859353	Mkrn1
MGI:1196332	Arhgap6
MGI:2151194	Eae25
MGI:1931237	Wwox
MGI:88264	Capn2
MGI:3590287	Tsiq2
MGI:5505469	m8Bei
MGI:3041155	B4galnt3
MGI:5501424	Dp(19Lbx1-Fgf8)2Fsp
MGI:95774	Gnal
MGI:2671673	inft2
MGI:1929618	Stard3
MGI:2671435	gro48
MGI:1344365	Dand5
MGI:1915080	Rer1
MGI:1270845	Cidea
MGI:97041	mneu
MGI:1330819	Osmr
MGI:95776	Gnaq
MGI:3054099	Bmd20
MGI:98490	Tba
MGI:1915518	Zdhhc21
MGI:1914581	Atp8b3
MGI:3850508	cmy1
MGI:88374	Cel
MGI:3693575	Dbsq3
MGI:3614266	tmgc62
MGI:3045303	Mamld1
MGI:105376	Adam9
MGI:1346343	Trex2
MGI:97137	Mpo
MGI:88208	Bsg
MGI:1353449	Eif2ak2
MGI:1345961	Coro1a
MGI:3522243	pta
MGI:2387137	Hdlq4
MGI:107765	Apbb1
MGI:2387324	Gab3
MGI:2137512	Arid4b
MGI:894810	Uty
MGI:108046	Laptm5
MGI:1913547	Pantr1
MGI:1347010	Avpr1b
MGI:2386571	Fembrs6
MGI:1859162	Rnf10
MGI:1923827	Faf2
MGI:95276	Epha7
MGI:95625	Gabrr1
MGI:1349162	Sdc1
MGI:3528031	Athla1
MGI:97249	Myb
MGI:1096369	Idd17
MGI:2149828	Scpro2
MGI:4421017	Rr4
MGI:2668940	Fcsa6
MGI:1101356	Ece2
MGI:1924294	Arid2
MGI:5425497	BAP011
MGI:4357925	Gls007
MGI:4399149	Del(16Fam162a-Stfa2l1)1Gusa
MGI:1196377	Tnfaip3
MGI:2153044	Elmo1
MGI:1351865	Slco1a5
MGI:1195265	Per2
MGI:2151483	Derl2
MGI:3806481	Rgsc545
MGI:104971	Srxn1
MGI:1914453	Nde1
MGI:3769519	Nhdlq12
MGI:1913391	Ifitm3
MGI:104720	Hsd11b2
MGI:1353476	Mol2
MGI:4413733	n-Tr20
MGI:1347247	Ceacam9
MGI:3828117	kec1
MGI:1918711	Ptk7
MGI:1930252	Srd5a3
MGI:96494	Igk
MGI:3043646	gro72
MGI:97812	Ptprd
MGI:3619336	Mir325
MGI:104661	Rora
MGI:5451039	Dp(17Nfkbil1-Olfr91)1Cogr
MGI:1338034	Phf2
MGI:1915186	Wdr55
MGI:103579	Madcam1
MGI:1344390	Oasl2
MGI:3578159	12aex
MGI:2448790	l10R2
MGI:97356	Nme2
MGI:3694111	Actre5
MGI:95674	Gcg
MGI:109247	Ddit3
MGI:5499475	Candy3
MGI:95598	Fv4
MGI:2661282	Pcd4ts3
MGI:3590178	repro3
MGI:3766469	Ckdbp2
MGI:5049942	Mirc5
MGI:98953	Wnt1
MGI:95299	Eif2s1
MGI:101947	Hnrnpd
MGI:3577429	gro90
MGI:99572	Gcgr
MGI:96721	L1cam
MGI:1298206	Pip4k2a
MGI:1926073	5830428H23Rik
MGI:2176907	Stheal3
MGI:88358	cdm
MGI:104733	Bhr3
MGI:3041293	Hdlq31
MGI:1928987	Dlp3
MGI:2136018	Wnt16
MGI:1196356	Iqsec1
MGI:3717846	Secia6
MGI:2664099	Cnga4
MGI:3527652	Egq5
MGI:1341264	Tpbg
MGI:1354945	Ppap2c
MGI:2661274	Cd4ts3
MGI:1858222	Sept9
MGI:2180337	Zar1
MGI:2684944	Myrf
MGI:1915756	Ctnnbip1
MGI:1920933	Atg16l2
MGI:1917649	Wwtr1
MGI:3616193	Del(2Hoxd10)13Ddu
MGI:3036324	Lxw4
MGI:97530	Pdgfra
MGI:3843338	Elpt3
MGI:109246	Htr4
MGI:1316668	Afw5
MGI:1289234	Rhpn2
MGI:107672	Gpm6b
MGI:2681284	Bw8q2
MGI:3845118	Obrq17
MGI:5301088	d-58H
MGI:2446159	Itpk1
MGI:103080	Pigr
MGI:104698	Lim2
MGI:2442093	Azin2
MGI:5425510	BAP021
MGI:95476	Fabp3
MGI:1921164	Irak3
MGI:87990	Alas2
MGI:2685011	Dchs1
MGI:105944	Lbw6
MGI:3512789	Fmgty1
MGI:96195	Hoxc4
MGI:2444668	Fnip1
MGI:3810703	Rgsc391
MGI:97608	Serpine1
MGI:105043	Ahr
MGI:96816	Lor
MGI:3589176	Pbwg16
MGI:3613650	Chlq8
MGI:108212	Ripk1
MGI:107464	Plcb4
MGI:4834173	Wc2
MGI:103577	Hand1
MGI:2150760	Modm
MGI:2140361	Slc35d1
MGI:1914263	Oma1
MGI:1919942	Hnrnpll
MGI:101785	Mybl2
MGI:2159379	Pcpila3
MGI:1096561	Lore5
MGI:3526913	W3q2
MGI:2684594	Idd21
MGI:1201607	Blzf1
MGI:1889208	Cks1b
MGI:105099	Pcolce
MGI:101895	Pou3f2
MGI:1351478	Skts6
MGI:1913649	Tsfm
MGI:1926594	P2ry4
MGI:96283	Htr5a
MGI:2149680	Skull1
MGI:3718458	Mir193b
MGI:2676586	Foxo6
MGI:2671286	l11Jus18
MGI:1337006	Hapln1
MGI:1354982	wam
MGI:3800426	Rgsc370
MGI:105381	Rpsa
MGI:109322	Kcnk1
MGI:1340053	Cst9
MGI:2147030	Catsperd
MGI:109547	Dnm2
MGI:3812074	Rgsc513
MGI:1355330	Phgdh
MGI:2151121	Bdt3
MGI:107933	Mns1
MGI:3698295	Del(2)Pax6<11Neu>
MGI:108391	Kif1a
MGI:1927184	Nrgn
MGI:3813814	Rgsc1085
MGI:3525053	Ppp1r13l
MGI:3612487	Qbis1
MGI:1353654	Vps26a
MGI:3716479	Rosq1
MGI:3693656	Eac4
MGI:1100886	Prom1
MGI:109298	Mapkapk2
MGI:1913564	Tpd52l2
MGI:2148963	Im1
MGI:1858178	Usp2
MGI:107698	Usp17lc
MGI:1353510	Arhgef1
MGI:1861997	Strg
MGI:3052178	Synch2
MGI:1926803	Kcnq4
MGI:108041	Traf3
MGI:97501	Pck1
MGI:2387643	B9d2
MGI:97381	Ntf5
MGI:87860	Abl2
MGI:95406	epi
