MGI:4880761	Rr9
MGI:2152695	Col4a6
MGI:2152431	Ap4q
MGI:3054065	Mdmsc1
MGI:95273	Eam
MGI:3043653	nur63
MGI:2146574	Ildr1
MGI:106916	Msra
MGI:1861447	Ankrd2
MGI:3640789	lrm2
MGI:5446811	Del(Y)3H
MGI:103291	Rai1
MGI:1339468	S100a10
MGI:1891124	Kcne3
MGI:1913974	Tab3
MGI:98329	Sstr3
MGI:1355315	Tmod3
MGI:1344348	Wt6q1
MGI:2389173	Lrrtm1
MGI:3531538	Adip13
MGI:1352744	Dtx1
MGI:1350925	Sec23b
MGI:96947	Mdac
MGI:3691643	Tbt2
MGI:88442	Coc
MGI:3803133	Mrdq4
MGI:1201685	Ctbp1
MGI:3809014	Rgsc967
MGI:3531540	Adip15
MGI:1858170	Oaz3
MGI:1919650	Pinx1
MGI:1858213	Clpp
MGI:1341864	Nsmaf
MGI:3524762	Arigg7
MGI:1927468	Samhd1
MGI:3036601	Vmbic3
MGI:3805910	Rgsc460
MGI:2444652	Ccdc174
MGI:87959	Agp2
MGI:102720	Ednrb
MGI:2668899	Ksc1
MGI:3817307	Rgsc1686
MGI:3581253	Cplaq8
MGI:3606055	Ebmgr1
MGI:3606253	Btts
MGI:102579	Nmt1
MGI:3815569	Rgsc1553
MGI:109619	Neurog2
MGI:891970	Serpina1b
MGI:93882	Lrrc32
MGI:1355314	Ddb2
MGI:1914113	Lztr1
MGI:2671615	skc22
MGI:3828066	Tgq27
MGI:2671580	crf18
MGI:98865	Ttr
MGI:2151936	Actre1
MGI:105953	Hfm
MGI:1100867	Asic2
MGI:3526956	W10q13
MGI:2150922	Lfp2
MGI:3818841	Rgsc1771
MGI:1351650	Tjp3
MGI:1336186	Agpat3
MGI:1923816	Fam101b
MGI:1341823	Fanca
MGI:1923513	Gstk1
MGI:2443397	Trib1
MGI:5470323	Igs6
MGI:3817979	Brabq2
MGI:96617	Cd47
MGI:104754	Sik1
MGI:3043724	Hpdty
MGI:3521936	Del(11Cops3-Rnf112)1Jrl
MGI:3808827	Rgsc612
MGI:5448844	snoop
MGI:1859147	Batf
MGI:2670248	tmgc32
MGI:99919	Vcp
MGI:3812554	Rgsc832
MGI:1923972	Ckmt2
MGI:1890596	Evc
MGI:98314	skt
MGI:2153207	Pofut1
MGI:96921	Max
MGI:1927144	Sav1
MGI:3707208	Hbtq
MGI:2155779	Ttbk2
MGI:1925571	Ankrd23
MGI:3775603	Del(5Cyp3a57-Cyp3a59)1Ahs
MGI:102810	Lmo3
MGI:1095407	Bmpr2
MGI:1341723	Kcnh3
MGI:2181407	Trpv3
MGI:3531536	Adip11
MGI:1915525	Rpa1
MGI:1891316	Bpq4
MGI:1354739	Rgs11
MGI:88319	Cd19
MGI:1919599	Dusp3
MGI:3806130	Rgsc525
MGI:1346863	Mapk10
MGI:1196259	Tnfsf12
MGI:94919	Dpp4
MGI:3622207	Rbcq1
MGI:96678	In(15)4H
MGI:104288	Pms2
MGI:1923776	Gatc
MGI:3511309	Bmch4
MGI:3573761	Gpdc2
MGI:88415	cl
MGI:88329	Cd34
MGI:3033992	Cldn19
MGI:99153	Zfa-ps
MGI:97843	Rab3a
MGI:98289	Scg5
MGI:2444061	Ss18l1
MGI:1099439	Stk10
MGI:1341077	Ccni
MGI:2446229	Tet3
MGI:104878	Prkar1a
MGI:2140327	Phactr4
MGI:1919762	Tmem173
MGI:1276575	Ptdss1
MGI:1861586	Krt71
MGI:2671361	nur9
MGI:5499477	Candy4
MGI:3795426	Pldmq2
MGI:2389189	Asbb2
MGI:2154049	Smc1b
MGI:1100885	Cdr2
MGI:2388287	Acsf2
MGI:3042198	Cia31
MGI:107823	Ctsk
MGI:2671365	crf2
MGI:88005	Amelx
MGI:3052174	Lnopy1
MGI:3817654	Rgsc1701
MGI:105311	Efs
MGI:3763279	frg
MGI:1341908	Uhmk1
MGI:1890391	Fstl3
MGI:102709	Cav1
MGI:88569	cw
MGI:3524760	Arigg5
MGI:3582959	Nlrp1b
MGI:2137520	Twsg1
MGI:3811239	Rgsc1566
MGI:1933824	Carfhg1
MGI:3053528	tmgc41
MGI:1931751	Pum2
MGI:2138647	Fcrla
MGI:1261425	Drosha
MGI:1202717	Psen1
MGI:1351482	Skts10
MGI:2448339	Hdlq6
MGI:2148584	Lrnx9
MGI:1932544	Ndst3
MGI:96932	Mcf2
MGI:1934816	Tex15
MGI:1341830	Eif2ak3
MGI:88295	Cacna2d1
MGI:3531134	Baa2
MGI:95808	Gria1
MGI:1889342	Sit1
MGI:1932516	Insq4
MGI:1333831	Itln1
MGI:1352754	Clic4
MGI:1933281	Sycp2
MGI:4948856	m2H
MGI:103580	Hand2
MGI:1096877	Dll3
MGI:3829395	Rtwq1
MGI:99416	Idd14
MGI:1928991	pcat
MGI:5490612	Igs7
MGI:5426411	Mut1152
MGI:107712	Msmr1
MGI:104716	Nnat
MGI:1352756	Plcl2
MGI:2148585	Lrnx10
MGI:1917264	Csrp2bp
MGI:97616	Plcg2
MGI:88351	Cdk1
MGI:2671284	l11Jus16
MGI:87888	Chrna4
MGI:2671290	l11Jus21
MGI:3511474	Sox10m4
MGI:3040094	Trmq3
MGI:1914514	Ndufb8
MGI:1859314	Barhl2
MGI:95401	Epb4.1
MGI:1891250	Gprc5a
MGI:97874	Rb1
MGI:2138584	Gigyf2
MGI:106095	Naca
MGI:95305	Eif4e
MGI:5560791	b2b2679Clo
MGI:3043751	Mmtp2
MGI:99851	Cbfb
MGI:3578209	e9.5a19c
MGI:3778067	Brnwq
MGI:107182	Ccr5
MGI:1924143	Cers2
MGI:104870	mct1
MGI:3524751	Arigm3
MGI:2148811	Npnt
MGI:2671404	gro17
MGI:102790	Rab18
MGI:2138994	Pomt1
MGI:3036184	Skmw3
MGI:2145118	Eif2b2
MGI:1913356	Smpx
MGI:88495	Crem
MGI:1338944	Acvr1b
MGI:1929185	Folr4
MGI:1925201	Cyp20a1
MGI:3033372	Diht
MGI:1918123	Cnbd2
MGI:3527052	W6q9
MGI:3798169	Del(5D5Mit73-D5Mit351)5Jcs
MGI:1333879	Ap3b1
MGI:1098271	Rgs2
MGI:1338012	Zdhhc8
MGI:109574	Tectb
MGI:3624557	sevr
MGI:96990	Mip
MGI:107973	Igfals
MGI:2679572	Hdlq20
MGI:1916177	Ptcd2
MGI:1916788	Antxr1
MGI:1919126	Cenpu
MGI:105374	Npy4r
MGI:95483	Far
MGI:1345280	Slc30a3
MGI:96698	Krt1
MGI:3053531	tmgc40
MGI:3844119	Sfp1
MGI:2384761	Rapgef6
MGI:102581	Rdh11
MGI:104813	Jarid2
MGI:2443902	Nell1
MGI:3510240	Skmw7
MGI:3511596	Bdmsq
MGI:95766	Gna11
MGI:1321161	Ppp2cb
MGI:1097716	Arx
MGI:5004972	pac
MGI:1918959	Syde1
MGI:5311027	b2b464Clo
MGI:107912	Ssrp1
MGI:95749	Glra3
MGI:1341628	Atrn
MGI:107612	Rtn2
MGI:1353589	Cbx8
MGI:3656282	Mohg9
MGI:5499473	Candy2
MGI:3625039	Acla1
MGI:2149006	Lprm4
MGI:2152432	Ap5q
MGI:1920266	Kremen2
MGI:1926562	Gucy1a3
MGI:1929514	Mlst8
MGI:1098434	Rgs5
MGI:2148793	Kiss1r
MGI:5560149	b2b2362Clo
MGI:2148573	Heal2
MGI:2178243	Bomd3
MGI:107936	Il18
MGI:1276124	Ep400
MGI:102467	Ptpn14
MGI:99844	Gem
MGI:3613642	Chlq2
MGI:3720097	Hdlq60
MGI:1277212	Zfp644
MGI:3629981	Nilac10
MGI:3811880	Rgsc366a
MGI:104713	Olfr6
MGI:2443039	Arid5a
MGI:109263	Tsn
MGI:1930042	Dclre1a
MGI:5474594	Emv72
MGI:2149372	Bglu1
MGI:1913321	Ethe1
MGI:101921	Ap2a1
MGI:1096554	Cinda2
MGI:2661734	Cfld3
MGI:1891808	Tollip
MGI:3028590	Mei1
MGI:1097155	soo
MGI:1920086	Pot1b
MGI:109563	Cxcr4
MGI:1891346	Fgf20
MGI:3524750	Arigm2
MGI:102695	Ptprf
MGI:98242	sch
MGI:95891	H19
MGI:1270859	Cry2
MGI:3576867	Lith17
MGI:3804895	Obrq14
MGI:88289	Cbx2
MGI:87887	Chrna3
MGI:5436075	Plt18
MGI:98207	ruf
MGI:95283	Edn1
MGI:3045045	Vtbt3
MGI:2670751	l15R10
MGI:1861100	Ubr3
MGI:3689515	Elda3
MGI:1346316	Ccl19
MGI:2678394	Vmn2r26
MGI:3832743	Mssq12
MGI:88125	Axd
MGI:2653466	Nhdlq1
MGI:97492	Pax8
MGI:3815554	Rgsc1479
MGI:2679630	Tfap2e
MGI:5049973	amiko
MGI:2151807	Bulb2
MGI:109207	Eif4g2
MGI:3580535	Rafar
MGI:107571	Cav2
MGI:3813611	Rgsc1033
MGI:1314842	Kcnj16
MGI:1913954	Rbm4b
MGI:1927549	Foxb1
MGI:2149961	Pawr
MGI:1914748	Kcnv1
MGI:2386605	Gvhd4
MGI:3698539	Kwq15
MGI:1921448	Dtx2
MGI:5560795	b2b2739Clo
MGI:1915921	Pcyt2
MGI:1914848	Uchl5
MGI:1917780	Lrfn2
MGI:2447775	Fbxo45
MGI:1913583	Aqp11
MGI:2182368	Sgk3
MGI:1276123	Ucn
MGI:3715501	Moen2
MGI:1929004	Stk4
MGI:2682678	Mhdakta21
MGI:96897	Lyz2
MGI:1316726	Fga
MGI:2384851	Slc39a14
MGI:3590248	Vacq3
MGI:105083	Slc1a1
MGI:3613648	Chlq6
MGI:3579885	Idd16.1
MGI:2448810	l15R1
MGI:99560	Hoxc13
MGI:2384815	Mtrf1
MGI:3512952	Fmgty13
MGI:96552	Il3
MGI:5568094	anaya
MGI:3798839	thnh
MGI:108022	Pkn1
MGI:1889005	Fxyd4
MGI:3578186	s2ga
MGI:1336892	Slc6a18
MGI:1891915	Foxo4
MGI:3045043	Vtbt1
MGI:1353568	Tor1a
MGI:4421013	Rr2
MGI:2671289	l11Jus20
MGI:1277124	Asah1
MGI:1341110	Adcy8
MGI:5489926	Sum2
MGI:107822	Ebp
MGI:97888	Re
MGI:108067	Nkx2-1
MGI:109147	Oxtr
MGI:1351342	Grm5
MGI:1859639	Cacna1f
MGI:1339946	Tbpl1
MGI:2443432	Foxj3
MGI:96690	Krt16
MGI:1934133	Gpr87
MGI:107739	Casp3
MGI:1354948	Klf13
MGI:2685145	Oxgr1
MGI:2179704	Smdq3
MGI:2686903	Nhdlq4
MGI:1915333	Pak1ip1
MGI:104741	Nfkbia
MGI:1346073	Lmr30
MGI:2148641	Cia10
MGI:4365992	Rnl25
MGI:894293	Smad4
MGI:98346	Snrpe
MGI:2442473	Rhbdf2
MGI:1891497	Jph3
MGI:3645984	Skor2
MGI:2178324	Hfib1
MGI:1926471	Fancg
MGI:5470322	Igs5
MGI:2149827	Scpro1
MGI:3589178	Pbwg18
MGI:3808912	Rgsc779
MGI:1352453	Nr2f6
MGI:1891428	Pcdh15
MGI:2159378	Pcpila2
MGI:106922	Vdac3
MGI:99423	Etv4
MGI:88159	bh
MGI:2685731	Milr1
MGI:1923442	Abhd12
MGI:108061	Wnt10b
MGI:2151217	Pgia9
MGI:2671321	l11Jus44
MGI:107160	Hmx3
MGI:2678251	nmf111
MGI:98828	trm
MGI:1916978	Card11
MGI:2663452	Elpt
MGI:1346067	Gvhd2
MGI:2136415	Mom5
MGI:1916774	Esam
MGI:3844125	Sfp4
MGI:3762516	Drinksac2
MGI:2446732	Bdln5
MGI:2661061	Dsg4
MGI:98731	Tgm2
MGI:5469819	In(2Itga6)57Ddu
MGI:3036906	Ffal1
MGI:4421676	Del(11Nmu2r-Sparc)2Anjm
MGI:5584117	Etn3
MGI:3807963	Rgsc846
MGI:104540	Clec3b
MGI:95851	Gsn
MGI:1354734	Rgs3
MGI:1861232	Clec4e
MGI:106544	D2Wsu81e
MGI:107437	Capn3
MGI:1316682	Bw5
MGI:109201	Nat2
MGI:1917016	Pik3ip1
MGI:1096362	Nrxn2
MGI:3640786	lrm1
MGI:3606200	Mgat5b
MGI:1351490	Dok3
MGI:103118	Btn1a1
MGI:2680099	Dloc1
MGI:1927235	Mbtps1
MGI:2670443	Aod4
MGI:5056362	clft3
MGI:1298228	Foxq1
MGI:2156057	Dclre1b
MGI:2447992	Trim63
MGI:1917669	2810408A11Rik
MGI:1860103	Slc2a8
MGI:2387370	Sluc25
MGI:96765	Ldlr
MGI:88421	Clps
MGI:96444	Igha
MGI:3798686	rgsc80
MGI:1933388	Bicc1
MGI:1861994	Fers
MGI:3811115	Mleu4
MGI:1096386	Hsd17b2
MGI:2441679	Abcc12
MGI:2685418	Gm572
MGI:3586308	Ath25
MGI:3622209	Rbcq3
MGI:5317135	Del(5Limk1-Trim50)2Uta
MGI:3798436	Rgsc12
MGI:104137	Del(13)36H
MGI:1350928	Aoah
MGI:107357	Inpp5d
MGI:104631	Utrn
MGI:1097164	Bnc1
MGI:3527614	Tailq3
MGI:1924885	Socs6
MGI:3618622	Hdlq51
MGI:3789979	In(5)33Rk
MGI:3811116	Mleu5
MGI:2385331	Stard13
MGI:2176914	Stheal9
MGI:99258	Krd
MGI:3576012	hpmd
MGI:1352454	Nr4a1
MGI:1351322	Mixl1
MGI:1927244	Ralb
MGI:1347056	Esrrg
MGI:1346342	Clca3
MGI:103072	Zyx
MGI:3525300	Phdlc1
MGI:1917347	Sash1
MGI:2662975	Sbmd1
MGI:3038445	Skax11
MGI:3614654	Dear1
MGI:3577423	gro87
MGI:96176	Hoxa4
MGI:3811122	Wbcc1
MGI:3041799	nur62
MGI:4829962	m2Sapc
MGI:3042194	Trmq4
MGI:1914372	Nrarp
MGI:2681249	Mhdaali13
MGI:106010	Hcs7
MGI:1349163	Sdc3
MGI:109239	Kcnab2
MGI:3814702	Tc(HSA21)1TybEmcf
MGI:102701	Lilrb4
MGI:1202889	Sema6b
MGI:3849690	m128-7Tpo
MGI:105081	Tes
MGI:2148675	Szs13
MGI:97599	Prkce
MGI:96437	Igfbp2
MGI:3580123	Zolw1
MGI:106589	Hivep3
MGI:3611446	Rapgefl1
MGI:3589216	tmgc47
MGI:1924832	Mboat7
MGI:97490	Pax6
MGI:88509	Crl1
MGI:3038467	Skc45
MGI:1928882	Cigs1
MGI:96055	Ptpn6
MGI:87991	Alb
MGI:2447362	Slc24a4
MGI:3611684	nmf268
MGI:1195267	Ilk
MGI:1890110	Robo2
MGI:3616208	Del(2Hoxd9)17Ddu
MGI:3042921	Epfpq1
MGI:1195463	Mr1
MGI:1924007	Trdn
MGI:3590513	Marq4
MGI:3033893	crf29
MGI:94925	Drd3
MGI:3583578	Bomd6
MGI:97142	Mrc1
MGI:1890950	Capop
MGI:1859547	Syt11
MGI:1915596	Sirt5
MGI:96244	Hspa1a
MGI:2443963	Cadps2
MGI:109157	Elavl3
MGI:2149709	Skull26
MGI:1888998	Usp29
MGI:3578215	e9.58a
MGI:2182061	Usp7
MGI:103263	Mcf2l
MGI:3575165	hlb258
MGI:107562	Arpp21
MGI:3617621	Pscr3
MGI:3512163	Estoq2
MGI:1343161	Snf8
MGI:2384725	Zfp553
MGI:1354953	Magi2
MGI:1341813	Adam33
MGI:1922858	Chmp4b
MGI:109375	Fut1
MGI:1346081	Estq4
MGI:1347246	Ceacam2
MGI:3037150	Slc13a5
MGI:1351468	Clnk
MGI:1915913	Slc25a25
MGI:3530505	Mhdaali19
MGI:1914947	Gadd45gip1
MGI:98736	Thbd
MGI:3038442	Skax8
MGI:109521	Htr2a
MGI:3028213	Hstx1
MGI:2671434	gro47
MGI:96243	Hspa2
MGI:88455	Col4a2
MGI:99159	Zfp13
MGI:3717168	Radsvq1
MGI:1097713	Mar1
MGI:99655	Prdm1
MGI:3762255	Del(2Hoxd4-Hoxd13)30Ddu
MGI:95805	Grb2
MGI:88586	Cyp17a1
MGI:1926855	Kcnq1ot1
MGI:97524	Pde6a
MGI:2384409	Il27
MGI:2673855	Gltscr1l
MGI:3051760	Bsbob4
MGI:104681	Hgs
MGI:1923294	Ncapg2
MGI:3040462	Elsgp2
MGI:97318	Ng
MGI:5436134	plt005
MGI:1098826	Coq4
MGI:3692627	Hfem3
MGI:1914935	Dyx1c1
MGI:3708154	rba
MGI:1913590	Psenen
MGI:2152019	Pbw2
MGI:5437091	b2b1200.2Clo
MGI:2671618	skc29
MGI:1347359	Homer3
MGI:3790222	In(4)1Dn
MGI:1098230	Cenpe
MGI:892964	Tir3
MGI:1917019	Tnfaip8l2
MGI:104913	Abi1
MGI:2671423	gro36
MGI:893587	Dok1
MGI:2686942	Hrtfm5
MGI:1931874	Dnajb1
MGI:3818944	rgsc1851
MGI:88039	Apc
MGI:3811854	Rgsc200
MGI:1929076	Htra1
MGI:3807538	msp4
MGI:104887	Gpx1
MGI:88396	Chrm1
MGI:97904	Trim27
MGI:3686737	Gena327
MGI:3628785	Dfb
MGI:3722329	Hfgi2
MGI:1925537	Zfyve20
MGI:88004	Amd1
MGI:1330832	Masp2
MGI:1099804	Hip1
MGI:1860093	Stard10
MGI:96274	Htr1b
MGI:2683897	rda
MGI:97355	Nme1
MGI:1277162	Cdk6
MGI:1920591	Arhgef6
MGI:2443337	Fscn2
MGI:1917580	Bclaf1
MGI:5448845	knyn
MGI:2158492	Ahsp
MGI:1860776	Chdh
MGI:3692908	repro51
MGI:105994	Eae2
MGI:1277969	Zfp143
MGI:88593	Cyp24a1
MGI:2684975	Ciart
MGI:109242	Spin1
MGI:2443256	Siglech
MGI:5304940	Del(13)80H
MGI:1921622	Ulk4
MGI:2148578	Heal6
MGI:2448567	Chd2
MGI:1098586	Rab11fip5
MGI:108086	Hdac1
MGI:101767	Nba1
MGI:2652860	Plekhg5
MGI:2159681	Timd2
MGI:1927339	Mpp5
MGI:1276125	Utf1
MGI:102965	Scn7a
MGI:3035963	Pbwg6
MGI:3701627	Fbtq8
MGI:5425924	BCH005
MGI:1342295	Celf1
MGI:4821354	Blff
MGI:1920082	Crtac1
MGI:102584	Lith1
MGI:892003	Tcof1
MGI:1915166	Ppap2b
MGI:2683087	Zhx2
MGI:1277976	Tlq1
MGI:1890667	Mobq5
MGI:2181726	Mtnr1b
MGI:1916040	Fendrr
MGI:3618617	Hdlq46
MGI:97138	Mpv17
MGI:3590288	Tsiq3
MGI:95520	Fgf6
MGI:3622218	Chcmq2
MGI:3620954	917M
MGI:107418	Ptprn2
MGI:3526917	Lgq2
MGI:97076	Mpl
MGI:98229	Apcs
MGI:1096377	Traip
MGI:2385459	Socs5
MGI:2653464	Chol8
MGI:94917	Dpep1
MGI:2148800	Aipl1
MGI:95668	Gbx2
MGI:94864	Dbh
MGI:1349767	Polk
MGI:1891281	Nidd6
MGI:2656139	Hdlq17
MGI:3818866	Rgsc1809
MGI:4441328	Rnl20
MGI:109177	Cd59a
MGI:96120	Hmgn1
MGI:95894	H2
MGI:88290	cby
MGI:2149554	Hdl4
MGI:94892	di
MGI:109244	Sema4d
MGI:1888513	Fzd2
MGI:2178111	Ts(17<16>)65Dn
MGI:3774600	Tcnq5
MGI:3578154	g2e
MGI:2671382	hem1
MGI:1276112	Cldn5
MGI:1346523	Sgcb
MGI:109173	Dsc1
MGI:1306821	Nck2
MGI:2653452	Lith7
MGI:2661438	Circp1
MGI:1891315	Bpq3
MGI:96949	Mdk
MGI:109482	Cacna1a
MGI:106215	Aqp5
MGI:3800224	Rgsc333
MGI:1338802	Shcbp1
MGI:2682211	Rxfp1
MGI:3806093	Rgsc498
MGI:1195268	Sigmar1
MGI:1861453	Actl6a
MGI:97309	Nefh
MGI:99685	Ryr2
MGI:104336	Cryba2
MGI:107442	Tsil
MGI:1337113	P2rx6
MGI:104847	Adora3
MGI:1914846	Tespa1
MGI:2681162	Nox3
MGI:2444228	Ccar2
MGI:4437431	wblo
MGI:2151156	Stim2
MGI:88571	Cxv1
MGI:1316689	Igkj1
MGI:97070	Mp
MGI:108420	Nfe2l2
MGI:1099460	Rbm3
MGI:3840884	Del(2Cd44-Hoxd11)43Ddu
MGI:3653211	Del(11Chad-Hoxb1)19Brd
MGI:3629633	Mir499
MGI:103234	Herc2
MGI:2144164	Tbc1d10a
MGI:98223	Saa3
MGI:104750	Nrcam
MGI:3691600	Nhil4
MGI:5430043	b2b576Clo
MGI:3577226	Lith23
MGI:3042411	Orgwq2
MGI:109279	Nnt
MGI:88384	F9
MGI:3845083	Tsed
MGI:2651833	Nmf15
MGI:96606	Itgal
MGI:96075	hf
MGI:1927237	Cgn
MGI:3045044	Vtbt2
MGI:2149049	Adip8
MGI:2429620	Hinfp
MGI:1934919	Rnf111
MGI:1918885	Mast4
MGI:3589617	Kdw1
MGI:2148545	Axtofa2
MGI:2664092	Vent3
MGI:1915228	Tctn2
MGI:3808122	Rgsc1039
MGI:1920940	Glipr1
MGI:1858493	B4galt2
MGI:3807971	Rgsc855
MGI:1917799	Tln2
MGI:101864	Dag1
MGI:94901	Dlx1
MGI:95516	Fgf2
MGI:97789	Pst
MGI:109501	Crat
MGI:3798624	Rgsc58
MGI:3619354	Mir339
MGI:1926395	Wtap
MGI:1927489	Pdlim5
MGI:1350931	Tcirg1
MGI:1926483	Pvrl1
MGI:1922152	Ccdc171
MGI:3033911	l11Jus50
MGI:103038	Stat3
MGI:1277134	Per3
MGI:97509	Pcp4
MGI:94922	dmpy
MGI:108040	Cnga2
MGI:97629	Pmch
MGI:96164	Hnl
MGI:109446	Doc2a
MGI:105098	Ube3a
MGI:5470290	Rr25
MGI:1097711	Degs1
MGI:5049985	m51206CHubr
MGI:1261827	Dnmt3a
MGI:3580385	serg4
MGI:1890669	Mobq7
MGI:1099818	Pkd2
MGI:5305751	Del(2Atf2)52Ddu
MGI:102706	Fdft1
MGI:3512796	repro15
MGI:3811121	Spw5
MGI:1335076	Sluc12
MGI:1347345	Homer1
MGI:99571	Glp1r
MGI:3809406	Rgsc1460
MGI:1344352	Dido1
MGI:5560774	b2b2736Clo
MGI:3762542	Drinkkcl1
MGI:3051294	Thyct1
MGI:3692642	Ctrq2
MGI:3606916	Idd21.2
MGI:3043040	Vtl
MGI:1346044	Tll2
MGI:1344357	Hlq4
MGI:98822	Tfrc
MGI:1100856	Mras
MGI:1922646	Spp2
MGI:99466	Sct
MGI:1353421	Mfi2
MGI:1914725	Ero1lb
MGI:2444706	Mdga2
MGI:1298383	Tmevp2
MGI:2386030	Gabbr2
MGI:1915031	Ilf2
MGI:106221	Capza3
MGI:1354723	Pnpla6
MGI:3777139	Manr1
MGI:3813582	Rgsc977
MGI:5425505	BAP017
MGI:3036326	Lxw6
MGI:104621	Alx1
MGI:102811	Lmo2
MGI:97806	Ptpn2
MGI:3573904	Aaj4
MGI:2446216	Fbxo2
MGI:2143994	Psme4
MGI:1924093	Dtl
MGI:2656806	Lbm5
MGI:87906	Actg1
MGI:97374	Npy
MGI:5305734	Is(2)45Ddu
MGI:95612	Gabpb2
MGI:2150765	Bits3
MGI:2670756	tmgc28
MGI:3723112	Mswtq1
MGI:96208	Hoxd4
MGI:97510	Pcs1
MGI:3762226	Wg2a
MGI:98351	Sod1
MGI:4421015	Rr3
MGI:1920563	Rpgrip1l
MGI:95530	Fh1
MGI:96738	l7Rn6
MGI:104654	Atoh1
MGI:103073	Zp1
MGI:1932503	Bw18
MGI:98186	Rrsv
MGI:1916966	Trip13
MGI:3611216	swst
MGI:1891150	Styx
MGI:1913464	Rgcc
MGI:1345140	Aloxe3
MGI:1858197	Plrg1
MGI:3798482	Rgsc23
MGI:2385337	Fubi1
MGI:3708150	chac
MGI:2150699	Obq10
MGI:1933812	Wg1
MGI:5454899	Snord50a
MGI:1316678	Rad1
MGI:3512157	Espq1
MGI:3604979	Knyw3
MGI:87912	Acvr2b
MGI:1270158	Nkx2-9
MGI:1916051	Elovl5
MGI:95550	fl
MGI:2653629	Dmrta2
MGI:4418703	As
MGI:5515463	M1645b
MGI:1916366	Ubr4
MGI:88498	Crhr1
MGI:2660570	Fpli
MGI:3708156	bona
MGI:2155600	Myh7
MGI:102890	Ccng1
MGI:3033927	l4Jus15
MGI:3522298	Tmcrs
MGI:1349428	Foxl2
MGI:2671503	nur29
MGI:2676312	Abca12
MGI:1316717	Ifrd1
MGI:88343	Cd69
MGI:3510184	Vgot1
MGI:98272	sea
MGI:1891247	Otof
MGI:98625	Tcrg-C1
MGI:2680975	Scc13
MGI:3818630	Sco2
MGI:3577501	skax27
MGI:2448805	l10R4
MGI:103225	Cyp4b1
MGI:1922941	Anks6
MGI:3801135	m2Hefl
MGI:95705	B4galt1
MGI:2151890	Cgnz1
MGI:3040056	Ticam2
MGI:1100494	Ercc6
MGI:1914533	Slc25a19
MGI:108466	Ralbp1
MGI:2151144	Prdt1
MGI:1913736	Acot11
MGI:97250	Myc
MGI:101877	Tcf12
MGI:1349409	Cops3
MGI:88277	cb
MGI:3811025	Rgsc788
MGI:1913414	Nip7
MGI:3055206	Ducm1
MGI:97385	Ntrk3
MGI:1349482	Slc9a3r1
MGI:107658	Ifnar1
MGI:96778	Lgals3
MGI:1333812	Mbd3
MGI:1098236	Cast
MGI:2149955	Olig3
MGI:96100	Hivep1
MGI:1914634	Bag4
MGI:3590179	repro28
MGI:3045881	wrmod1
MGI:95588	Fth1
MGI:2662761	Egrm2
MGI:2153658	Mopkd1
MGI:97454	Oca2
MGI:106586	Omg
MGI:1889214	Bw13
MGI:2151208	Sepn1
MGI:95686	Gdf3
MGI:1342772	Klf2
MGI:4949413	Thpr
MGI:5568074	anan
MGI:2441869	Arhgef11
MGI:3722328	Hfgi1
MGI:101897	Pou2f2
MGI:2156540	Gphb5
MGI:1891291	Kcnk6
MGI:1098754	Psmc3
MGI:96572	Ins1
MGI:2143698	Vezt
MGI:109486	Prdx2
MGI:3038394	Nur37
MGI:96495	Igkc
MGI:108449	Adcyap1r1
MGI:3051265	Dmyaq3
MGI:104841	Cpox
MGI:96398	Id3
MGI:106008	Anxa5
MGI:95617	Gabra5
MGI:3589219	tmgc49
MGI:104737	Cdkn2b
MGI:1353576	Pik3cg
MGI:2152561	Dyscalc3
MGI:2150309	Dscaml1
MGI:1353422	Spdef
MGI:2387597	Gabrp
MGI:88030	Anxa4
MGI:108012	Sebox
MGI:88117	Slc7a1
MGI:1858398	Alcp19
MGI:1335080	Sluc9
MGI:98869	Tuba1a
MGI:102797	Acsl1
MGI:2152434	Crip3
MGI:2429506	Adam1b
MGI:1343464	Rorb
MGI:95297	Eh
MGI:1343327	Klk8
MGI:5433022	Mut1048
MGI:1924415	Atp6v0d2
MGI:1923735	Glt8d1
MGI:101773	Cd86
MGI:106096	Loxl1
MGI:3608341	Gapt
MGI:1922374	Nxnl2
MGI:88174	Bmi1
MGI:109634	Terf1
MGI:2179240	Aggr1
MGI:104982	Cebpg
MGI:2384996	Lrrc3b
MGI:88510	Crm
MGI:2137610	Oriq5
MGI:2443590	Ddx11
MGI:106190	Bcl11a
MGI:3629774	Gt(pU21)129Imeg
MGI:95606	Xrcc6
MGI:99215	Zp3
MGI:1352456	Nr4a2
MGI:3762550	Drinkkcl5
MGI:1924894	C330007P06Rik
MGI:99632	Kcnb2
MGI:88003	amd
MGI:102492	mt-Rnr2
MGI:5490320	Gena217
MGI:2385357	Desp2
MGI:1347023	Txnrd2
MGI:1355296	Park2
MGI:1353598	Mapk8ip3
MGI:1915119	Paip2
MGI:1913895	Pspc1
MGI:2670665	Tmgc18
MGI:2149553	Hdl3
MGI:3619435	Mir7b
MGI:1203735	Lmb4
MGI:95758	Slc2a4
MGI:5317762	b2b827Clo
MGI:3606273	Cfmq1
MGI:1891160	Chst2
MGI:2442695	Creb3l2
MGI:2444417	Sh3tc2
MGI:1098816	Szs2
MGI:3514038	Ahl3
MGI:3051292	Arti1
MGI:98472	T
MGI:1096364	Galr1
MGI:3527497	Egq7
