FlyBase:FBal0283713	fz[18B3.Act5C]
FlyBase:FBal0283714	fz[79F3.Act5C]
FlyBase:FBal0283715	fz[8A4.Act5C]
FlyBase:FBal0283723	fz[4C3.Act5C]
FlyBase:FBal0283724	fz[11A2.Act5C]
FlyBase:FBal0283725	fz[37E2.Act5C]
FlyBase:FBal0283726	fz[72A4.Act5C]
FlyBase:FBal0283730	fz[26C2.Act5C]
FlyBase:FBal0283731	fz[30A3.Act5C]
FlyBase:FBal0283732	fz[8F2.Act5C]
FlyBase:FBal0283734	fz[70B4.Act5C]
FlyBase:FBal0283736	fz[50E1.Act5C]
FlyBase:FBal0283737	fz[7A3.Act5C]
FlyBase:FBal0283739	fz[39D1.Act5C]
FlyBase:FBal0283745	fz[76B1.Act5C]
FlyBase:FBal0283746	fz[19D3.Act5C]
FlyBase:FBal0283748	fz[25B2.Act5C]
FlyBase:FBal0283749	fz[6E3.Act5C]
FlyBase:FBal0283750	fz[14B2.Act5C]
FlyBase:FBal0283751	fz[47B3.Act5C]
FlyBase:FBal0283752	fz[70A2.3.Act5C]
FlyBase:FBal0283754	fz[IEAA.Act5C.T:Avic\GFP-EGFP]
FlyBase:FBal0283756	fz[KLAA.Act5C.T:Avic\GFP-EGFP]
FlyBase:FBal0283758	fz[AAXXXA.Act5C.T:Avic\GFP-EGFP]
FlyBase:FBal0283760	fz[W561Y.Act5C.T:Avic\GFP-EGFP]
FlyBase:FBal0283761	fz2[C118Y.arm.T:Hsap\MYC]
FlyBase:FBal0283762	fz2[R345A.arm.T:Hsap\MYC]
FlyBase:FBal0283763	fz2[P349L.arm.T:Hsap\MYC]
FlyBase:FBal0283764	fz2[ITAA.arm.T:Hsap\MYC]
FlyBase:FBal0283765	fz2[L528A.arm.T:Hsap\MYC]
FlyBase:FBal0283766	fz2[K608A.arm.T:Hsap\MYC]
FlyBase:FBal0283767	fz2[T609A.arm.T:Hsap\MYC]
FlyBase:FBal0283768	fz2[W613A.arm.T:Hsap\MYC]
FlyBase:FBal0283771	Kr[EY11357]
FlyBase:FBal0283772	ban[EY09041]
FlyBase:FBal0283773	CG42588[EY15488]
FlyBase:FBal0283774	CG11134[EP514]
FlyBase:FBal0283775	CG1265[EY01092]
FlyBase:FBal0283776	vfl[EY00172]
FlyBase:FBal0283777	CG13775[EY09811]
FlyBase:FBal0283778	Pgam5[EY05994]
FlyBase:FBal0283779	CG15083[EY00232]
FlyBase:FBal0283780	CG15771[EP1405]
FlyBase:FBal0283781	CG18600[EY00186]
FlyBase:FBal0283782	CG1888[EY14750]
FlyBase:FBal0283783	CG1888[EP699]
FlyBase:FBal0283784	CG2034[EY08817]
FlyBase:FBal0283785	COX7C[EY11713]
FlyBase:FBal0283786	CG2608[EY00214a]
FlyBase:FBal0283787	CG32165[EY14634]
FlyBase:FBal0283788	CG32813[EY14694]
FlyBase:FBal0283789	ocm[EY08136]
FlyBase:FBal0283790	CG3368[EP752]
FlyBase:FBal0283791	babos[EY03617]
FlyBase:FBal0283792	CG5104[EY04231]
FlyBase:FBal0283793	Nab2[EY08422]
FlyBase:FBal0283794	sff[EY08774]
FlyBase:FBal0283795	CG6770[EY11946]
FlyBase:FBal0283796	CG7182[EY08303]
FlyBase:FBal0283797	CG7888[EY02590]
FlyBase:FBal0283798	out[EP1300]
FlyBase:FBal0283799	CG43345[EY11898]
FlyBase:FBal0283800	CG43346[EY11898]
FlyBase:FBal0283801	dan[EY11735]
FlyBase:FBal0283802	Dlip2[EY12268]
FlyBase:FBal0283803	esg[EY10592]
FlyBase:FBal0283804	Gr93d[EY06917]
FlyBase:FBal0283805	GstS1[EP641]
FlyBase:FBal0283806	Hr38[EY14161]
FlyBase:FBal0283807	jim[EY14392]
FlyBase:FBal0283808	Krn[EY11963]
FlyBase:FBal0283809	Mapmodulin[EY01282]
FlyBase:FBal0283810	Rpn8[EP687]
FlyBase:FBal0283811	mts[EY00128]
FlyBase:FBal0283812	mub[EY11687]
FlyBase:FBal0283813	Nelf-E[EY07065]
FlyBase:FBal0283814	Obp69a[EY00168]
FlyBase:FBal0283815	rdo[EY15751]
FlyBase:FBal0283816	RpI135[EY13368]
FlyBase:FBal0283817	RpI135[EY12706]
FlyBase:FBal0283818	scb[EY10270]
FlyBase:FBal0283819	sced[EY09071]
FlyBase:FBal0283820	Tlk[EP1200]
FlyBase:FBal0283821	Vha16-1[EY00180]
FlyBase:FBal0283822	HmgD[Scer\UAS.P\T.cCa]
FlyBase:FBal0283828	tud[7-11.nos.T:Ivir\HA1]
FlyBase:FBal0283829	tud[D7.nos.T:Ivir\HA1]
FlyBase:FBal0283830	tud[D8.nos.T:Ivir\HA1]
FlyBase:FBal0283831	tud[D9.nos.T:Ivir\HA1]
FlyBase:FBal0283832	tud[D10.nos.T:Ivir\HA1]
FlyBase:FBal0283833	tud[D11.nos.T:Ivir\HA1]
FlyBase:FBal0283846	Piezo[MI04189]
FlyBase:FBal0283942	trpl[MI08547]
FlyBase:FBal0283990	Patr-1[d17]
FlyBase:FBal0283991	Patr-1[d3]
FlyBase:FBal0283993	Patr-1[+tCH322-21M20]
FlyBase:FBal0283994	Patr-1[Scer\UAS.cPa]
FlyBase:FBal0283999	TrpA1[Ecol\lexAop.cBa]
FlyBase:FBal0284001	Spt5[Q314X]
FlyBase:FBal0284002	Spt5[E471Z]
FlyBase:FBal0284003	Spt5[A680Z]
FlyBase:FBal0284004	Spt5[S14F]
FlyBase:FBal0284005	Spt5[880C]
FlyBase:FBal0284008	Cbl[dsRNA.Scer\UAS]
FlyBase:FBal0284009	PIP4K[29]
FlyBase:FBal0284010	PIP4K[Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0284011	PIP4K[KD.Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0284012	Spase12[C24]
FlyBase:FBal0284014	Spase12[+t29]
FlyBase:FBal0284020	mil[hanabi-1]
FlyBase:FBal0284026	Su(var)3-9[2A5]
FlyBase:FBal0284027	Su(var)3-9[309]
FlyBase:FBal0284028	Su(var)3-9[318]
FlyBase:FBal0284029	Su(var)3-9[324]
FlyBase:FBal0284030	Su(var)3-9[325]
FlyBase:FBal0284031	Su(var)3-9[376]
FlyBase:FBal0284032	puc[unspecified]
FlyBase:FBal0284033	Su(var)211[211]
FlyBase:FBal0284034	Su(var)212[212]
FlyBase:FBal0284035	Su(var)203[203]
FlyBase:FBal0284036	Su(var)304[304]
FlyBase:FBal0284037	Su(var)333[333]
FlyBase:FBal0284038	Su(var)301[301]
FlyBase:FBal0284039	Su(var)305[305]
FlyBase:FBal0284041	bib[dsRNA.Scer\UAS]
FlyBase:FBal0284044	aret[RRM2.Scer\UAS.P\T]
FlyBase:FBal0284045	aret[RRM3.Scer\UAS.P\T]
FlyBase:FBal0284046	aret[RRM2+3.Scer\UAS.P\T]
FlyBase:FBal0284047	aret[Scer\UAS.P\T.T:Avic\GFP-m6]
FlyBase:FBal0284048	aret[RRM2.Scer\UAS.P\T.T:Avic\GFP-m6]
FlyBase:FBal0284049	aret[RRM3.Scer\UAS.P\T.T:Avic\GFP-m6]
FlyBase:FBal0284050	aret[RRM2+3.Scer\UAS.P\T.T:Avic\GFP-m6]
FlyBase:FBal0284051	w[GMR.GW-SP]
FlyBase:FBal0284052	w[GMR.GW-PR]
FlyBase:FBal0284055	lok[GUS.cBa]
FlyBase:FBal0284056	lok[kd.GUS]
FlyBase:FBal0284057	grp[GUS.cBa]
FlyBase:FBal0284058	egr[e1]
FlyBase:FBal0284059	egr[e2]
FlyBase:FBal0284060	Fmr1[Scer\UAS.T:Hsap\MYC,T:Ivir\HA1]
FlyBase:FBal0284077	Dscam1[Scer\UAS.1.30.30.2]
FlyBase:FBal0284078	Sin3A[dsRNA.Scer\UAS.cSa]
FlyBase:FBal0284079	EcR[miRNA.Scer\UAS]
FlyBase:FBal0284080	ERR[miRNA.Scer\UAS]
FlyBase:FBal0284081	Eip78C[miRNA.Scer\UAS]
FlyBase:FBal0284082	ftz-f1[miRNA.Scer\UAS]
FlyBase:FBal0284083	Hnf4[miRNA.Scer\UAS]
FlyBase:FBal0284084	Hr46[miRNA.Scer\UAS]
FlyBase:FBal0284085	Hr38[miRNA.Scer\UAS]
FlyBase:FBal0284086	Hr96[miRNA.Scer\UAS]
FlyBase:FBal0284087	Hr39[miRNA.Scer\UAS]
FlyBase:FBal0284088	Hr4[miRNA.Scer\UAS]
FlyBase:FBal0284089	Hr78[miRNA.Scer\UAS]
FlyBase:FBal0284090	Hr83[miRNA.Scer\UAS]
FlyBase:FBal0284091	Hr51[miRNA.Scer\UAS.a]
FlyBase:FBal0284092	Hr51[miRNA.Scer\UAS.b]
FlyBase:FBal0284093	dsf[miRNA.Scer\UAS]
FlyBase:FBal0284094	Eip75B[miRNA.Scer\UAS]
FlyBase:FBal0284095	svp[miRNA.Scer\UAS]
FlyBase:FBal0284096	tll[miRNA.Scer\UAS]
FlyBase:FBal0284097	usp[miRNA.Scer\UAS]
FlyBase:FBal0284098	Oli[Scer\UAS.cOa]
FlyBase:FBal0284100	Oli[Delta9]
FlyBase:FBal0284102	Vang[sev.PS]
FlyBase:FBal0284108	pk[Act5C.pk]
FlyBase:FBal0284109	pk[sev.sple.PS]
FlyBase:FBal0284110	sicily[A]
FlyBase:FBal0284111	sicily[B]
FlyBase:FBal0284112	sicily[C]
FlyBase:FBal0284113	sicily[E]
FlyBase:FBal0284114	sicily[G]
FlyBase:FBal0284115	sicily[H]
FlyBase:FBal0284116	sicily[+tgRes]
FlyBase:FBal0284117	sicily[Scer\UAS.cZa]
FlyBase:FBal0284118	sicily[-MTS.Scer\UAS]
FlyBase:FBal0284119	sicily[T:Ivir\HA1]
FlyBase:FBal0284122	sicily[T:Disc\RFP-mCherry]
FlyBase:FBal0284125	ND-42[Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0284126	mir-276a[D8]
FlyBase:FBal0284127	mir-276a[A6]
FlyBase:FBal0284128	mir-276a[D2.2]
FlyBase:FBal0284129	mir-276a[tCH322-133G18]
FlyBase:FBal0284130	mir-276a[tCH322-151H13]
FlyBase:FBal0284131	mir-276a[+tCH321-46B15]
FlyBase:FBal0284132	mir-276a[Scer\UAS.4.7kb]
FlyBase:FBal0284133	Zasp52[dsRNA.ex16.Scer\UAS]
FlyBase:FBal0284134	Zasp52[unspecified]
FlyBase:FBal0284135	y[62D.DNF]
FlyBase:FBal0284136	y[62D.DNR]
FlyBase:FBal0284137	y[62D.UP]
FlyBase:FBal0284138	y[62D.2DNR]
FlyBase:FBal0284139	y[62D.Gyp-DNR]
FlyBase:FBal0284140	y[LexABR.En]
FlyBase:FBal0284141	y[LexABR.UbxPRE]
FlyBase:FBal0284142	su(Hw)[FL.Act5C.T:Ecol\lexA]
FlyBase:FBal0284143	su(Hw)[DeltaZnF.Act5C.T:Ecol\lexA]
FlyBase:FBal0284144	su(Hw)[mF10.Act5C.T:Ecol\lexA]
FlyBase:FBal0284146	w[LexABR.En]
FlyBase:FBal0284147	w[LexABR.UbxPRE]
FlyBase:FBal0284150	pnr[Scer\UAS.beta.cFa]
FlyBase:FBal0284165	Sh3beta[Scer\UAS.cGa]
FlyBase:FBal0284166	Mp[Scer\UAS.cGa]
FlyBase:FBal0284190	how[S.Scer\UAS.cRa.T:Ivir\HA1]
FlyBase:FBal0284191	how[L.Scer\UAS.cRa.T:Ivir\HA1]
FlyBase:FBal0284201	Lam[TRiP.cUa]
FlyBase:FBal0284204	grim[miRNA.Scer\UAS.cLa]
FlyBase:FBal0284207	rpr[miRNA.Scer\UAS.cLa]
FlyBase:FBal0284208	skl[miRNA.Scer\UAS.cLa]
FlyBase:FBal0284209	skl[e1]
FlyBase:FBal0284210	skl[e2]
FlyBase:FBal0284211	skl[e3]
FlyBase:FBal0284212	skl[e4]
FlyBase:FBal0284213	hid[miRNA.Scer\UAS.cLa]
FlyBase:FBal0284214	Abp1[Scer\UAS.T:Myr-Src64B,T:Avic\GFP]
FlyBase:FBal0284215	Abp1[N-term.Scer\UAS.T:Myr-Src64B]
FlyBase:FBal0284216	Abp1[DeltaSH3.Scer\UAS.T:Myr-Src64B]
FlyBase:FBal0284217	Abp1[C-term.Scer\UAS.T:Myr-Src64B]
FlyBase:FBal0284218	Abp1[KO]
FlyBase:FBal0284219	Abp1[WH-rev]
FlyBase:FBal0284220	Abp1[Scer\UAS.cKa]
FlyBase:FBal0284221	SCAR[dsRNA.Scer\UAS.cUa]
FlyBase:FBal0284222	Arp2[dsRNA.Scer\UAS.cUa]
FlyBase:FBal0284223	ocm[S1590F]
FlyBase:FBal0284224	ocm[Q1673X]
FlyBase:FBal0284225	ocm[Q1297X]
FlyBase:FBal0284226	ocm[G1646E]
FlyBase:FBal0284227	ocm[V1334D]
FlyBase:FBal0284228	ocm[V1286D]
FlyBase:FBal0284229	ocm[L714X]
FlyBase:FBal0284233	spartin[1]
FlyBase:FBal0284234	spartin[Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0284235	spartin[Deltaeps15.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0284237	bigmax[1]
FlyBase:FBal0284238	bigmax[Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284240	Fhos[e38]
FlyBase:FBal0284241	Fhos[e58]
FlyBase:FBal0284256	SLC5A11[Scer\UAS.cDa]
FlyBase:FBal0284257	Gr5a[unspecified]
FlyBase:FBal0284259	Jafrac2[Scer\UAS.cRa]
FlyBase:FBal0284261	mtrm[Scer\UAS.FL.T:Zzzz\FLAG]
FlyBase:FBal0284262	mtrm[S39A.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284263	mtrm[T40A.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284264	mtrm[S48A.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284265	mtrm[S52A.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284266	mtrm[S137A.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284268	mtrm[SAM-del.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284272	polo[wt.T:Avic\GFP]
FlyBase:FBal0284273	polo[H518A.K520M.T:Avic\GFP]
FlyBase:FBal0284276	slmb[UU11]
FlyBase:FBal0284277	slmb[3A1]
FlyBase:FBal0284279	rut[Scer\UAS.cHa]
FlyBase:FBal0284307	Lsm11[WT.T:SV5\V5]
FlyBase:FBal0284308	Lsm11[S24A.D25A.T:SV5\V5]
FlyBase:FBal0284309	Lsm11[F27A.N28A.T:SV5\V5]
FlyBase:FBal0284310	tau[VDRC.cUa]
FlyBase:FBal0284311	Lrrk[Scer\UAS.cLa]
FlyBase:FBal0284317	pnr[D4.Scer\UAS.beta]
FlyBase:FBal0284318	pnr[VX1.Scer\UAS.beta]
FlyBase:FBal0284329	POSH[p92]
FlyBase:FBal0284330	POSH[p327]
FlyBase:FBal0284331	Tab2[Scer\UAS.cWa]
FlyBase:FBal0284341	ocm[122M]
FlyBase:FBal0284342	ocm[L825X]
FlyBase:FBal0284343	ocm[231K]
FlyBase:FBal0284344	ocm[310A]
FlyBase:FBal0284345	ocm[W1401X]
FlyBase:FBal0284346	ocm[K1034X]
FlyBase:FBal0284347	ocm[520G]
FlyBase:FBal0284348	ocm[540C]
FlyBase:FBal0284349	ocm[550A]
FlyBase:FBal0284350	ocm[Y636X]
FlyBase:FBal0284351	ocm[760A]
FlyBase:FBal0284352	ocm[781A]
FlyBase:FBal0284353	ocm[805A]
FlyBase:FBal0284354	ocm[Y888X]
FlyBase:FBal0284355	ocm[31]
FlyBase:FBal0284356	ocm[56]
FlyBase:FBal0284357	ocm[Q678X]
FlyBase:FBal0284358	ocm[384]
FlyBase:FBal0284359	ocm[K1363X]
FlyBase:FBal0284360	ocm[482]
FlyBase:FBal0284361	ocm[765]
FlyBase:FBal0284362	RyR[GS21220]
FlyBase:FBal0284363	RyR[Delta25]
FlyBase:FBal0284364	RyR[+tCH321-24D03]
FlyBase:FBal0284365	RyR[Scer\UAS.T:SV5\V5]
FlyBase:FBal0284369	wgn[22]
FlyBase:FBal0284370	wgn[Scer\UAS.cRa.T:Zzzz\FLAG]
FlyBase:FBal0284372	Gadd34[Scer\UAS.cMa]
FlyBase:FBal0284373	fu[Scer\UAS.T:Hsap\Myr-GAP43,T:Avic\GFP-CFP]
FlyBase:FBal0284374	fu[Scer\UAS.T:Avic\GFP-m6]
FlyBase:FBal0284378	Alk[ts]
FlyBase:FBal0284379	Alk[dsRNA.WIZ.Scer\UAS]
FlyBase:FBal0284384	ktub[115-4]
FlyBase:FBal0284386	Xrp1[Scer\UAS.CDS1]
FlyBase:FBal0284387	Xrp1[Scer\UAS.CDS2]
FlyBase:FBal0284389	Xrp1[GS11228]
FlyBase:FBal0284390	Xrp1[GS18143]
FlyBase:FBal0284391	Xrp1[GS21142]
FlyBase:FBal0284392	Xrp1[GS22330]
FlyBase:FBal0284393	Xrp1[GS21923]
FlyBase:FBal0284394	amx[Scer\UAS.cMa]
FlyBase:FBal0284395	amx[DeltaTM1]
FlyBase:FBal0284396	amx[TM1]
FlyBase:FBal0284397	amx[DRF.NRL]
FlyBase:FBal0284398	amx[CTLD.MUT]
FlyBase:FBal0284405	Tak1[Scer\UAS.cUa]
FlyBase:FBal0284406	hep[Scer\UAS.cUa]
FlyBase:FBal0284407	bsk[Scer\UAS.cUa]
FlyBase:FBal0284408	p53[+tTa]
FlyBase:FBal0284421	Fkbp14[D58]
FlyBase:FBal0284422	Fkbp14[D34]
FlyBase:FBal0284429	Nmdar1[N631Q.Scer\UAS]
FlyBase:FBal0284432	djl[betaTub85D.T:Hsap\MYC]
FlyBase:FBal0284438	dj[betaTub85D.T:Avic\GFP-EGFP]
FlyBase:FBal0284439	milt[33-853]
FlyBase:FBal0284452	neur[5Q.Scer\UAS.PA.T:SV5\V5]
FlyBase:FBal0284453	corolla[1]
FlyBase:FBal0284454	corolla[166]
FlyBase:FBal0284455	corolla[129]
FlyBase:FBal0284456	mei-826[1]
FlyBase:FBal0284457	mei-217[1330]
FlyBase:FBal0284458	mei-218[125]
FlyBase:FBal0284459	mei-218[621]
FlyBase:FBal0284460	mei-218[1940]
FlyBase:FBal0284461	mei-218[136]
FlyBase:FBal0284462	mei-218[646]
FlyBase:FBal0284463	mei-218[1057]
FlyBase:FBal0284464	mei-9[140]
FlyBase:FBal0284465	mei-9[357]
FlyBase:FBal0284466	nod[143]
FlyBase:FBal0284467	mei-105[1]
FlyBase:FBal0284468	mei-175[1]
FlyBase:FBal0284469	mei-86[1]
FlyBase:FBal0284470	mei-114[1]
FlyBase:FBal0284471	mei-889[1]
FlyBase:FBal0284472	ATPsynbetaL[Z0797]
FlyBase:FBal0284473	ATPsynbetaL[Z1317]
FlyBase:FBal0284474	ms(3)76Ba[Z3367]
FlyBase:FBal0284475	ms(3)76Ba[Z3156]
FlyBase:FBal0284476	Rcd7[Z0002]
FlyBase:FBal0284477	Rcd7[Z2196]
FlyBase:FBal0284478	ms(3)76Cc[Z1193]
FlyBase:FBal0284479	ms(3)76Cc[Z4217]
FlyBase:FBal0284480	ms(3)76Cc[Z5464]
FlyBase:FBal0284481	ms(3)76Ca[Z0796]
FlyBase:FBal0284482	ms(3)76Ca[Z2365]
FlyBase:FBal0284483	wnd[Z2013]
FlyBase:FBal0284484	wnd[Z2269]
FlyBase:FBal0284485	wnd[Z5800]
FlyBase:FBal0284486	Kap-alpha1[Z1703]
FlyBase:FBal0284487	Kap-alpha1[Z4826]
FlyBase:FBal0284488	Kap-alpha1[Z5120]
FlyBase:FBal0284489	Kap-alpha1[Z5234]
FlyBase:FBal0284490	Cul3[Z1062]
FlyBase:FBal0284491	Cul3[Z1812]
FlyBase:FBal0284492	l(3)76BDg[Z1128]
FlyBase:FBal0284493	l(3)76BDg[Z6059]
FlyBase:FBal0284494	l(3)76BDg[Z3146]
FlyBase:FBal0284496	l(3)72Ab[Z1604]
FlyBase:FBal0284497	l(3)72Ab[Z4474]
FlyBase:FBal0284498	l(3)72Ab[Z2850]
FlyBase:FBal0284499	Hip14[Z4772]
FlyBase:FBal0284500	Tasp1[Z1087]
FlyBase:FBal0284501	Tasp1[Z1560]
FlyBase:FBal0284502	ash1[Z1369]
FlyBase:FBal0284503	ash1[Z6088]
FlyBase:FBal0284504	SREBP[Z6151]
FlyBase:FBal0284505	Atg8a[r4.T:Disc\RFP-mCherry]
FlyBase:FBal0284508	RpS9[Scer\UAS.T:Avic\GFP]
FlyBase:FBal0284511	RpS18[Scer\UAS.T:Avic\GFP]
FlyBase:FBal0284513	RpL11[Scer\UAS.T:Disc\RFP]
FlyBase:FBal0284517	Dmtn[Scer\UAS.cHa]
FlyBase:FBal0284520	ana3[Ubi.T:Avic\GFP]
FlyBase:FBal0284521	lbe[eve.SS]
FlyBase:FBal0284523	ProtB[betaTub85D.T:Avic\GFP-EGFP]
FlyBase:FBal0284535	neur[DeltaNH2.Scer\UAS.PA.T:SV5\V5]
FlyBase:FBal0284536	neur[G430E.Scer\UAS.PA.T:SV5\V5]
FlyBase:FBal0284540	smo[Scer\UAS.cHa]
FlyBase:FBal0284545	Gprk2[R7.3]
FlyBase:FBal0284550	CG43324[Delta57.2]
FlyBase:FBal0284592	scb[Scer\UAS.A]
FlyBase:FBal0284593	scb[Scer\UAS.B]
FlyBase:FBal0284594	Ptp61F[Scer\UAS.m.T:Hsap\MYC]
FlyBase:FBal0284595	InR[Scer\UAS.cUa]
FlyBase:FBal0284596	Acon[Scer\UAS.cEa]
FlyBase:FBal0284597	Acon[1]
FlyBase:FBal0284599	Acon[S677A.Scer\UAS]
FlyBase:FBal0284600	Acon[C459S.Scer\UAS]
FlyBase:FBal0284601	Fit1[Delta161]
FlyBase:FBal0284602	CIAPIN1[Scer\UAS.P\T.cMa]
FlyBase:FBal0284603	InR[GS15311]
FlyBase:FBal0284604	InR[GS50346]
FlyBase:FBal0284606	Prpk[dsRNA.Scer\UAS.462]
FlyBase:FBal0284607	Prpk[Scer\UAS.C.T:Hsap\MYC]
FlyBase:FBal0284608	Prpk[Scer\UAS.N.T:Zzzz\FLAG]
FlyBase:FBal0284609	Prpk[KD.Scer\UAS.T:SV5\V5]
FlyBase:FBal0284610	Prpk[T221D.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284611	Prpk[T221E.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284612	Prpk[T221A.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284613	ghi[+t1.7]
FlyBase:FBal0284615	trbl[D3]
FlyBase:FBal0284616	trbl[D13]
FlyBase:FBal0284617	trbl[Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284618	trbl[DNLK.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284619	trbl[FLCRA.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284620	trbl[SLEG.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284623	CycG[HR7]
FlyBase:FBal0284624	CycG[Scer\UAS.P\T.cNa]
FlyBase:FBal0284626	Cog7[z-4495]
FlyBase:FBal0284627	Cog7[z-5797]
FlyBase:FBal0284628	Cog7[z-2805]
FlyBase:FBal0284630	Cog7[unspecified]
FlyBase:FBal0284631	fws[Z0161]
FlyBase:FBal0284632	fws[Z1201]
FlyBase:FBal0284634	w[Scer\FRT.PTS-Fab-8.y.P1\loxP.PTS-Fab-8R.Scer\UAS]
FlyBase:FBal0284635	w[Scer\UAS.y.PTS-Fab-8.PTS-Fab-8R]
FlyBase:FBal0284636	w[Scer\FRT.PTS-Fab-8R.y.P1\loxP.PTS-Fab-8R.Scer\UAS]
FlyBase:FBal0284637	w[Scer\UAS.y.PTS-Fab-8R.PTS-Fab-8R]
FlyBase:FBal0284638	w[Scer\FRT.Fab-8.y.P1\loxP.Fab-8R.Scer\UAS]
FlyBase:FBal0284639	w[Scer\FRT.Fab-8R.y.P1\loxP.Fab-8R.Scer\UAS]
FlyBase:FBal0284640	w[Scer\FRT.PTS.y.P1\loxP.PTSR.Scer\UAS]
FlyBase:FBal0284641	w[Scer\FRT.PTSR.y.P1\loxP.PTSR.Scer\UAS]
FlyBase:FBal0284644	w[Scer\UAS.y.Fab-8-469.Fab-8-469R]
FlyBase:FBal0284645	w[Scer\FRT.Fab-8-254.y.P1\loxP.Fab-8-254R.Scer\UAS]
FlyBase:FBal0284646	w[Scer\FRT.Fab-8m.y.P1\loxP.Fab-8m.Scer\UAS]
FlyBase:FBal0284648	w[Scer\FRT.CTCF.y.P1\loxP.CTCF.Scer\UAS]
FlyBase:FBal0284649	w[Scer\FRT.Fab-7.y.P1\loxP.Fab-7R.Scer\UAS]
FlyBase:FBal0284650	w[Scer\FRT.Fab-7R.y.P1\loxP.Fab-7R.Scer\UAS]
FlyBase:FBal0284651	w[Scer\FRT.Fab-7.y.P1\loxP.PTS-Fab-8R.Scer\UAS]
FlyBase:FBal0284652	w[Scer\FRT.Fab-7R.y.P1\loxP.PTS-Fab-8R.Scer\UAS]
FlyBase:FBal0284653	w[Scer\FRT.Fab-7.y.P1\loxP.Fab-8R.Scer\UAS]
FlyBase:FBal0284654	w[Scer\FRT.Fab-7R.y.P1\loxP.Fab-8R.Scer\UAS]
FlyBase:FBal0284655	w[Scer\FRT.Fab-7.y.P1\loxP.PTSR.Scer\UAS]
FlyBase:FBal0284656	w[Scer\FRT.Fab-7.P1\loxP.PTS-Fab-8-337R.Scer\UAS]
FlyBase:FBal0284657	w[Scer\FRT.A.CTCF.y.P1\loxP.PTS-Fab-8R.Scer\UAS]
FlyBase:FBal0284658	w[Scer\FRT.PTS-Fab-8R.y.P1\loxP.A.CTCF.Scer\UAS]
FlyBase:FBal0284659	w[Scer\FRT.A.CTCF.y.P1\loxP.Fab-7R.Scer\UAS]
FlyBase:FBal0284661	Syngr[Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0284662	Syngr[1]
FlyBase:FBal0284663	Syngr[2]
FlyBase:FBal0284664	Syngr[PE]
FlyBase:FBal0284665	PRL-1[Scer\UAS.cPa]
FlyBase:FBal0284666	PRL-1[Scer\UAS.NC]
FlyBase:FBal0284688	mir-932[Scer\UAS.T:Disc\RFP.cGa]
FlyBase:FBal0284694	mir-4[Scer\UAS.GPI.T:Avic\GFP]
FlyBase:FBal0284695	mir-79[Scer\UAS.GPI.T:Avic\GFP]
FlyBase:FBal0284699	mir-981[Scer\UAS.GPI.T:Avic\GFP]
FlyBase:FBal0284702	tyf[Delta11]
FlyBase:FBal0284703	Myc[Scer\UAS.cUa]
FlyBase:FBal0284705	Pi3K68D[Scer\UAS.T:Hsap\MYC,T:Hsap\CAAX]
FlyBase:FBal0284713	Dl[DeltaICD1.Scer\UAS.T:SV5\V5,T:Zzzz\His6]
FlyBase:FBal0284714	Dl[DeltaICD2.Scer\UAS.T:SV5\V5,T:Zzzz\His6]
FlyBase:FBal0284715	Dl[DeltaICD1.DeltaICD2.Scer\UAS.T:SV5\V5,T:Zzzz\His6]
FlyBase:FBal0284716	Dl[DeltaC.Scer\UAS.T:SV5\V5,T:Zzzz\His6]
FlyBase:FBal0284717	Dl[K742R.Scer\UAS.T:SV5\V5,T:Zzzz\His6]
FlyBase:FBal0284718	Acf[Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284719	Acf[PHD1.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284720	Acf[PHD2.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284721	Abd-B[iab-5.6.CI]
FlyBase:FBal0284722	Abd-B[iab-5.6.rescue]
FlyBase:FBal0284723	Abd-B[iab-5.6.iab-5.Delta1]
FlyBase:FBal0284724	Abd-B[Fab-6.1]
FlyBase:FBal0284725	Abd-B[Fab-6.2]
