FlyBase:FBal0000914	b[78k3]
FlyBase:FBal0000915	b[78k4]
FlyBase:FBal0000916	b[78k5]
FlyBase:FBal0000917	b[79a1]
FlyBase:FBal0000918	b[79a2]
FlyBase:FBal0000919	b[79b1]
FlyBase:FBal0000920	b[79b7]
FlyBase:FBal0000921	b[79d2]
FlyBase:FBal0000922	b[79d4]
FlyBase:FBal0000924	b[79d6]
FlyBase:FBal0000925	b[79d8]
FlyBase:FBal0000929	b[79df2]
FlyBase:FBal0000930	b[79g2]
FlyBase:FBal0000931	b[79h1]
FlyBase:FBal0000932	b[79h2]
FlyBase:FBal0000933	b[79h3]
FlyBase:FBal0000934	b[80c1]
FlyBase:FBal0000935	b[80c2]
FlyBase:FBal0000936	b[80i2]
FlyBase:FBal0000937	b[80i3]
FlyBase:FBal0000938	b[80j1]
FlyBase:FBal0000939	b[80j2]
FlyBase:FBal0000940	b[80k1]
FlyBase:FBal0000941	b[80k2]
FlyBase:FBal0000942	b[80l1]
FlyBase:FBal0000943	b[80l2]
FlyBase:FBal0000944	b[81a]
FlyBase:FBal0000945	b[81a2]
FlyBase:FBal0000946	b[81c]
FlyBase:FBal0000947	b[81c2]
FlyBase:FBal0000948	b[81c17]
FlyBase:FBal0000949	b[81dt]
FlyBase:FBal0000950	b[81f1]
FlyBase:FBal0000951	b[81f2]
FlyBase:FBal0000952	b[81f3]
FlyBase:FBal0000953	b[81h2]
FlyBase:FBal0000954	b[81k]
FlyBase:FBal0000955	b[81l2]
FlyBase:FBal0000956	b[81l7]
FlyBase:FBal0000957	b[81l40]
FlyBase:FBal0000960	b[82c1]
FlyBase:FBal0000961	b[82c3]
FlyBase:FBal0000962	b[82c7]
FlyBase:FBal0000963	b[82c16]
FlyBase:FBal0000964	b[82c44]
FlyBase:FBal0000965	b[82c54]
FlyBase:FBal0000966	b[83b1]
FlyBase:FBal0000967	b[83b22]
FlyBase:FBal0000968	b[83b40]
FlyBase:FBal0000969	b[83c20]
FlyBase:FBal0000970	b[83c25]
FlyBase:FBal0000971	b[83c26]
FlyBase:FBal0000972	b[83c35a]
FlyBase:FBal0000973	b[83c35b]
FlyBase:FBal0000974	b[83c36]
FlyBase:FBal0000975	b[83c47]
FlyBase:FBal0000976	b[83d29b]
FlyBase:FBal0000977	b[83d35]
FlyBase:FBal0000978	b[83d36]
FlyBase:FBal0000979	b[83f17]
FlyBase:FBal0000980	b[83f18]
FlyBase:FBal0000981	b[83f51]
FlyBase:FBal0000982	b[83f52]
FlyBase:FBal0000983	b[83fXD]
FlyBase:FBal0000984	b[83l]
FlyBase:FBal0000985	b[84b1]
FlyBase:FBal0000986	b[84g]
FlyBase:FBal0000987	b[84h34]
FlyBase:FBal0000988	b[84h40]
FlyBase:FBal0000989	b[84h70]
FlyBase:FBal0000990	b[85b3]
FlyBase:FBal0000991	b[85b4]
FlyBase:FBal0000993	b[85c3]
FlyBase:FBal0000994	b[A51]
FlyBase:FBal0000995	b[A53]
FlyBase:FBal0000996	b[A54]
FlyBase:FBal0000997	b[A55]
FlyBase:FBal0000998	b[D]
FlyBase:FBal0000999	Dll[1]
FlyBase:FBal0001000	Dll[2]
FlyBase:FBal0001001	Dll[3]
FlyBase:FBal0001002	Dll[5]
FlyBase:FBal0001003	Dll[6]
FlyBase:FBal0001004	Dll[7]
FlyBase:FBal0001005	Dll[8]
FlyBase:FBal0001006	Dll[9]
FlyBase:FBal0001007	Dll[10]
FlyBase:FBal0001008	Dll[11]
FlyBase:FBal0001009	Dll[12]
FlyBase:FBal0001011	Dll[14]
FlyBase:FBal0001012	Dll[15]
FlyBase:FBal0001013	Dll[16]
FlyBase:FBal0001014	Dll[17]
FlyBase:FBal0001015	Dll[18]
FlyBase:FBal0001016	bal[1]
FlyBase:FBal0001017	bam[1]
FlyBase:FBal0001018	bas[1]
FlyBase:FBal0001019	bat[1]
FlyBase:FBal0001020	baton[1]
FlyBase:FBal0001021	baz[1]
FlyBase:FBal0001024	baz[4]
FlyBase:FBal0001025	bb[1]
FlyBase:FBal0001026	bb[2]
FlyBase:FBal0001027	bb[2r]
FlyBase:FBal0001029	bb[4]
FlyBase:FBal0001030	bb[5]
FlyBase:FBal0001031	bb[6]
FlyBase:FBal0001032	bb[7]
FlyBase:FBal0001033	bb[8]
FlyBase:FBal0001034	bb[11]
FlyBase:FBal0001035	bb[20]
FlyBase:FBal0001036	bb[28l]
FlyBase:FBal0001037	bb[41]
FlyBase:FBal0001042	bb[amg]
FlyBase:FBal0001043	bb[D]
FlyBase:FBal0001044	bb[ds]
FlyBase:FBal0001045	bb[G1]
FlyBase:FBal0001046	bb[G2]
FlyBase:FBal0001047	bb[G3]
FlyBase:FBal0001048	bb[G4]
FlyBase:FBal0001049	bb[G5]
FlyBase:FBal0001051	bb[l]
FlyBase:FBal0001052	bb[l2]
FlyBase:FBal0001053	bb[N]
FlyBase:FBal0001056	bb[Of-2]
FlyBase:FBal0001057	bb[P2]
FlyBase:FBal0001059	bb[Rex]
FlyBase:FBal0001061	bb[T6]
FlyBase:FBal0001062	Ybb[B]
FlyBase:FBal0001063	Ybb[1]
FlyBase:FBal0001064	Ybb[2]
FlyBase:FBal0001066	Ybb[N2]
FlyBase:FBal0001067	Ybb[N3]
FlyBase:FBal0001068	Ybb[Rex]
FlyBase:FBal0001069	Ybb[suVar]
FlyBase:FBal0001070	Ybb[ts1]
FlyBase:FBal0001071	Ybb[ts2]
FlyBase:FBal0001072	Bubble[1]
FlyBase:FBal0001073	PPO1[Bc]
FlyBase:FBal0001075	bcd[1]
FlyBase:FBal0001076	bcd[2]
FlyBase:FBal0001080	bcd[6]
FlyBase:FBal0001081	bcd[7]
FlyBase:FBal0001082	bcd[8]
FlyBase:FBal0001084	bcd[10]
FlyBase:FBal0001091	bch[1]
FlyBase:FBal0001092	bd[1]
FlyBase:FBal0001093	bef[1]
FlyBase:FBal0001095	bel[2]
FlyBase:FBal0001098	bel[5]
FlyBase:FBal0001099	bel[6]
FlyBase:FBal0001100	bel[neo30]
FlyBase:FBal0001101	ben[1]
FlyBase:FBal0001102	ben[2]
FlyBase:FBal0001103	ben[3]
FlyBase:FBal0001104	ben[4]
FlyBase:FBal0001105	ben[5]
FlyBase:FBal0001106	ben[6]
FlyBase:FBal0001107	ber[1]
FlyBase:FBal0001109	bf[1]
FlyBase:FBal0001110	Bg[1]
FlyBase:FBal0001111	Bg[2]
FlyBase:FBal0001112	Bg[49h]
FlyBase:FBal0001113	Bg[52c]
FlyBase:FBal0001114	bgcn[1]
FlyBase:FBal0001115	bgcn[QW34]
FlyBase:FBal0001116	bh[1]
FlyBase:FBal0001117	bhe[1]
FlyBase:FBal0001119	bi[1]
FlyBase:FBal0001120	bi[35]
FlyBase:FBal0001121	bi[Qd]
FlyBase:FBal0001122	bi[omb-1]
FlyBase:FBal0001123	bi[omb-3198]
FlyBase:FBal0001124	bi[D4]
FlyBase:FBal0001125	bib[1]
FlyBase:FBal0001126	bib[2]
FlyBase:FBal0001127	bib[3]
FlyBase:FBal0001128	bib[4]
FlyBase:FBal0001129	bib[5]
FlyBase:FBal0001130	bib[6]
FlyBase:FBal0001131	bib[7]
FlyBase:FBal0001132	bib[8]
FlyBase:FBal0001133	bic[1]
FlyBase:FBal0001135	BicC[1]
FlyBase:FBal0001137	BicC[3]
FlyBase:FBal0001138	BicC[4]
FlyBase:FBal0001139	BicC[5]
FlyBase:FBal0001140	BicD[1]
FlyBase:FBal0001141	BicD[2]
FlyBase:FBal0001142	BicD[r]
FlyBase:FBal0001144	BicD[R26]
FlyBase:FBal0001145	BicF[1]
FlyBase:FBal0001146	bie[RO64]
FlyBase:FBal0001147	bie[2]
FlyBase:FBal0001148	bie[3]
FlyBase:FBal0001149	bip[653]
FlyBase:FBal0001152	Bit[1]
FlyBase:FBal0001153	bk[1]
FlyBase:FBal0001154	bk[2]
FlyBase:FBal0001155	Bkd[1]
FlyBase:FBal0001156	Bkd[M]
FlyBase:FBal0001157	bkl[1]
FlyBase:FBal0001159	Bl[1]
FlyBase:FBal0001160	Bl[30]
FlyBase:FBal0001161	Bl[31]
FlyBase:FBal0001162	bla[1]
FlyBase:FBal0001163	blc[WE]
FlyBase:FBal0001165	bald[1]
FlyBase:FBal0001166	Bld[1]
FlyBase:FBal0001167	Ble[1]
FlyBase:FBal0001168	bleg[1]
FlyBase:FBal0001170	blo[1]
FlyBase:FBal0001171	blt[1]
FlyBase:FBal0001172	blu[1]
FlyBase:FBal0001175	bly[1]
FlyBase:FBal0001176	bly[2]
FlyBase:FBal0001177	bn[1]
FlyBase:FBal0001178	bo[1]
FlyBase:FBal0001181	bod[1]
FlyBase:FBal0001183	bord[1]
FlyBase:FBal0001184	bos[1]
FlyBase:FBal0001185	bot[QI]
FlyBase:FBal0001186	bow[1]
FlyBase:FBal0001187	Bowed[1]
FlyBase:FBal0001188	Bridged[1]
FlyBase:FBal0001189	br[1]
FlyBase:FBal0001190	br[3]
FlyBase:FBal0001191	br[4]
FlyBase:FBal0001192	br[5]
FlyBase:FBal0001193	br[6]
FlyBase:FBal0001194	br[7]
FlyBase:FBal0001195	br[8]
FlyBase:FBal0001196	br[9]
FlyBase:FBal0001206	br[20]
FlyBase:FBal0001209	br[23]
FlyBase:FBal0001210	br[24]
FlyBase:FBal0001211	br[24h]
FlyBase:FBal0001214	br[27]
FlyBase:FBal0001215	br[28]
FlyBase:FBal0001216	br[29]
FlyBase:FBal0001217	br[33a]
FlyBase:FBal0001218	br[37l]
FlyBase:FBal0001219	br[D]
FlyBase:FBal0001222	br[sh]
FlyBase:FBal0001223	br[uq]
FlyBase:FBal0001224	br[w]
FlyBase:FBal0001226	brat[1]
FlyBase:FBal0001232	brat[7]
FlyBase:FBal0001236	brat[11]
FlyBase:FBal0001237	brat[12]
FlyBase:FBal0001239	brat[14]
FlyBase:FBal0001241	brat[16]
FlyBase:FBal0001242	brat[17]
FlyBase:FBal0001243	brat[18]
FlyBase:FBal0001250	brat[fs1]
FlyBase:FBal0001251	brat[fs2]
FlyBase:FBal0001252	brat[fs3]
FlyBase:FBal0001255	brat[ts3]
FlyBase:FBal0001257	brb[2]
FlyBase:FBal0001258	brc[1]
FlyBase:FBal0001259	brc[2]
FlyBase:FBal0001260	brc[3]
FlyBase:FBal0001262	brc[5]
FlyBase:FBal0001263	brc[6]
FlyBase:FBal0001265	brc[8]
FlyBase:FBal0001266	brc[9]
FlyBase:FBal0001270	Brd[1]
FlyBase:FBal0001271	Brd[2]
FlyBase:FBal0001272	Brd[3]
FlyBase:FBal0001273	Brd[4]
FlyBase:FBal0001274	Brd[5]
FlyBase:FBal0001275	Brd[6]
FlyBase:FBal0001276	Brd[rv1]
FlyBase:FBal0001277	Brd[rv2]
FlyBase:FBal0001278	Brd[rv3]
FlyBase:FBal0001279	Brd[rv4]
FlyBase:FBal0001282	Brd[P1]
FlyBase:FBal0001283	Brd[PI1]
FlyBase:FBal0001284	Brd[PI2]
FlyBase:FBal0001285	Brd[PI3]
FlyBase:FBal0001286	Brd[Prv1]
FlyBase:FBal0001287	Brd[Prv2]
FlyBase:FBal0001288	Brd[Prv3]
FlyBase:FBal0001289	broadened[1]
FlyBase:FBal0001290	bre[1]
FlyBase:FBal0001292	brh[1]
FlyBase:FBal0001294	bright[1]
FlyBase:FBal0001295	brm[1]
FlyBase:FBal0001296	brm[2]
FlyBase:FBal0001297	brm[3]
FlyBase:FBal0001298	brm[4]
FlyBase:FBal0001299	brm[5]
FlyBase:FBal0001300	brm[6]
FlyBase:FBal0001303	brw[1]
FlyBase:FBal0001304	bs[1]
FlyBase:FBal0001305	bs[2]
FlyBase:FBal0001306	bs[3]
FlyBase:FBal0001307	bs[4]
FlyBase:FBal0001309	bs[52d]
FlyBase:FBal0001310	bs[54j]
FlyBase:FBal0001311	bs[bl]
FlyBase:FBal0001313	bs[cy]
FlyBase:FBal0001314	bs[P]
FlyBase:FBal0001315	bs[PP]
FlyBase:FBal0001316	bs[ba]
FlyBase:FBal0001317	bs[ba-2]
FlyBase:FBal0001318	Bsb[1]
FlyBase:FBal0001319	bsc[1]
FlyBase:FBal0001320	bsc[2]
FlyBase:FBal0001321	bsk[1]
FlyBase:FBal0001322	bsk[2]
FlyBase:FBal0001324	bsp[1]
FlyBase:FBal0001325	para[bss1]
FlyBase:FBal0001326	para[bss2]
FlyBase:FBal0001327	bt[1]
FlyBase:FBal0001328	bt[D]
FlyBase:FBal0001329	Branchlet[1]
FlyBase:FBal0001330	btd[1]
FlyBase:FBal0001331	btdl[1]
FlyBase:FBal0001333	bu[1]
FlyBase:FBal0001334	bul[1]
FlyBase:FBal0001335	bul[bp]
FlyBase:FBal0001336	bul[D]
FlyBase:FBal0001337	buo[1]
FlyBase:FBal0001338	bur[1]
FlyBase:FBal0001339	bur[2]
FlyBase:FBal0001340	bur[gua]
FlyBase:FBal0001341	bv[1]
FlyBase:FBal0001342	bw[1]
FlyBase:FBal0001343	bw[2]
FlyBase:FBal0001344	bw[2b]
FlyBase:FBal0001345	bw[2c]
FlyBase:FBal0001346	bw[4]
FlyBase:FBal0001347	bw[5]
FlyBase:FBal0001348	bw[6]
FlyBase:FBal0001349	bw[+21]
FlyBase:FBal0001350	bw[24]
FlyBase:FBal0001351	bw[30]
FlyBase:FBal0001352	bw[33f]
FlyBase:FBal0001353	bw[33g]
FlyBase:FBal0001354	bw[37g]
FlyBase:FBal0001355	bw[38j]
FlyBase:FBal0001356	bw[45a]
FlyBase:FBal0001357	bw[47j]
FlyBase:FBal0001358	bw[59]
FlyBase:FBal0001359	bw[72]
FlyBase:FBal0001360	bw[75]
FlyBase:FBal0001361	bw[81]
FlyBase:FBal0001362	bw[53l]
FlyBase:FBal0001363	bw[609]
FlyBase:FBal0001365	bw[a]
FlyBase:FBal0001366	bw[AD]
FlyBase:FBal0001367	bw[au]
FlyBase:FBal0001368	bw[CB]
FlyBase:FBal0001369	bw[le]
FlyBase:FBal0001370	bw[M58]
FlyBase:FBal0001371	bw[M590]
FlyBase:FBal0001372	bw[ptm]
FlyBase:FBal0001373	bw[Ra]
FlyBase:FBal0001375	bw[D]
FlyBase:FBal0001376	bw[D114]
FlyBase:FBal0001377	bw[R3]
FlyBase:FBal0001378	bw[R4]
FlyBase:FBal0001379	bw[R12]
FlyBase:FBal0001380	bw[R14]
FlyBase:FBal0001381	bw[R15]
FlyBase:FBal0001382	bw[R18]
FlyBase:FBal0001383	bw[R20]
FlyBase:FBal0001384	bw[R25]
FlyBase:FBal0001385	bw[R27]
FlyBase:FBal0001386	bw[R32]
FlyBase:FBal0001387	bw[R33]
FlyBase:FBal0001388	bw[R35]
FlyBase:FBal0001389	bw[R40]
FlyBase:FBal0001390	bw[R45]
FlyBase:FBal0001391	bw[R47]
FlyBase:FBal0001393	bw[R55]
FlyBase:FBal0001394	bw[R56]
FlyBase:FBal0001395	bw[R57]
FlyBase:FBal0001396	bw[R58]
FlyBase:FBal0001397	bw[R67]
FlyBase:FBal0001399	bw[R73]
FlyBase:FBal0001400	bw[R79]
FlyBase:FBal0001401	bw[V1]
FlyBase:FBal0001402	bw[V2]
FlyBase:FBal0001403	bw[V3]
FlyBase:FBal0001404	bw[V4]
FlyBase:FBal0001405	bw[V5]
FlyBase:FBal0001406	bw[V6]
FlyBase:FBal0001407	bw[V7]
FlyBase:FBal0001408	bw[V8]
FlyBase:FBal0001409	bw[V29l]
FlyBase:FBal0001410	bw[V30a]
FlyBase:FBal0001411	bw[V30k1]
FlyBase:FBal0001412	bw[V30k10]
FlyBase:FBal0001413	bw[V30k12]
FlyBase:FBal0001415	bw[V30k18]
FlyBase:FBal0001416	bw[V32g]
FlyBase:FBal0001417	bw[V34k]
FlyBase:FBal0001418	bw[V40b]
FlyBase:FBal0001419	bw[V54a]
FlyBase:FBal0001420	bw[V54b]
FlyBase:FBal0001421	bw[V54c]
FlyBase:FBal0001424	bw[VD]
FlyBase:FBal0001425	bw[VDe1]
FlyBase:FBal0001426	bw[VDe2]
FlyBase:FBal0001427	bw[VDe3]
FlyBase:FBal0001428	bw[VDe4]
FlyBase:FBal0001429	bw[VI]
FlyBase:FBal0001430	bw[IG281]
FlyBase:FBal0001431	Bx[1]
FlyBase:FBal0001432	Bx[2]
FlyBase:FBal0001433	Bx[3]
FlyBase:FBal0001437	Bx[46]
FlyBase:FBal0001438	Bx[59h]
FlyBase:FBal0001439	Bx[C]
FlyBase:FBal0001441	Bx[J]
FlyBase:FBal0001445	Bx[r]
FlyBase:FBal0001446	Bx[r49k]
FlyBase:FBal0001447	Beadexoid[1]
FlyBase:FBal0001448	by[1]
FlyBase:FBal0001449	by[46h]
FlyBase:FBal0001450	c[1]
FlyBase:FBal0001451	c[2]
FlyBase:FBal0001452	c[3]
FlyBase:FBal0001453	c[4]
FlyBase:FBal0001454	c[5]
FlyBase:FBal0001455	c[6]
FlyBase:FBal0001456	c[7]
FlyBase:FBal0001457	c(1)a[1]
FlyBase:FBal0001458	c(3)G[1]
FlyBase:FBal0001459	c(3)G[68]
FlyBase:FBal0001460	c(3)G[OR28]
FlyBase:FBal0001461	ca[1]
FlyBase:FBal0001462	ca[2]
FlyBase:FBal0001463	ca[3]
FlyBase:FBal0001464	ca[4]
FlyBase:FBal0001466	ca[6]
FlyBase:FBal0001467	ca[7]
FlyBase:FBal0001468	ca[8]
FlyBase:FBal0001469	ca[9]
FlyBase:FBal0001470	ca[10]
FlyBase:FBal0001471	ca[11]
FlyBase:FBal0001472	ca[12]
FlyBase:FBal0001473	ca[13]
FlyBase:FBal0001474	ca[14]
FlyBase:FBal0001475	ca[15]
FlyBase:FBal0001476	ca[16]
FlyBase:FBal0001477	ca[17]
FlyBase:FBal0001478	ca[18]
FlyBase:FBal0001479	ca[19]
FlyBase:FBal0001480	ca[20]
FlyBase:FBal0001482	ca[22]
FlyBase:FBal0001483	ca[23]
FlyBase:FBal0001484	ca[24]
FlyBase:FBal0001485	ca[25]
FlyBase:FBal0001486	ca[26]
FlyBase:FBal0001487	ca[27]
FlyBase:FBal0001488	ca[28]
FlyBase:FBal0001489	ca[29]
FlyBase:FBal0001490	ca[30]
FlyBase:FBal0001491	ca[31]
FlyBase:FBal0001492	ca[32]
FlyBase:FBal0001493	ca[33]
FlyBase:FBal0001494	ca[34]
FlyBase:FBal0001495	ca[35]
FlyBase:FBal0001496	ca[36]
FlyBase:FBal0001497	ca[nd1]
FlyBase:FBal0001498	ca[nd3]
FlyBase:FBal0001499	ca[nd4]
FlyBase:FBal0001500	ca[nd5]
FlyBase:FBal0001501	ca[nd6]
FlyBase:FBal0001502	ca[nd7]
FlyBase:FBal0001503	ca[nd8]
FlyBase:FBal0001505	cab[1]
FlyBase:FBal0001506	cac[1]
FlyBase:FBal0001507	cact[1]
FlyBase:FBal0001508	cact[2]
FlyBase:FBal0001509	cact[3]
FlyBase:FBal0001510	cact[4]
FlyBase:FBal0001511	cact[5]
FlyBase:FBal0001512	cact[6]
FlyBase:FBal0001513	cact[7]
FlyBase:FBal0001514	cact[8]
FlyBase:FBal0001515	cact[9]
FlyBase:FBal0001516	cact[10]
FlyBase:FBal0001517	cact[11]
FlyBase:FBal0001518	cact[12]
FlyBase:FBal0001519	cact[13]
FlyBase:FBal0001520	cact[14]
FlyBase:FBal0001521	cact[15]
FlyBase:FBal0001522	cact[16]
FlyBase:FBal0001523	cact[17]
FlyBase:FBal0001524	cact[18]
FlyBase:FBal0001528	cact[22]
FlyBase:FBal0001529	cad[1]
FlyBase:FBal0001530	cad[2]
FlyBase:FBal0001531	cad[3]
FlyBase:FBal0001534	cal[1]
FlyBase:FBal0001537	capu[1]
FlyBase:FBal0001538	capu[2]
FlyBase:FBal0001541	car[1]
FlyBase:FBal0001542	car[2]
FlyBase:FBal0001543	car[26-48]
FlyBase:FBal0001545	cast[1]
FlyBase:FBal0001546	Cat[+lo]
FlyBase:FBal0001547	Cat[+hi]
FlyBase:FBal0001548	Cat[n1]
FlyBase:FBal0001549	Cat[n2]
FlyBase:FBal0001550	Cat[n3]
FlyBase:FBal0001551	Cat[n4]
FlyBase:FBal0001552	Cat[n5]
FlyBase:FBal0001553	Cat[n6]
FlyBase:FBal0001554	cau[1]
FlyBase:FBal0001555	cb[1]
FlyBase:FBal0001556	Cubl[1]
FlyBase:FBal0001557	Ten-a[cbd-KS96]
FlyBase:FBal0001558	Ten-a[cbd-KS171]
FlyBase:FBal0001559	Ten-a[3]
FlyBase:FBal0001560	cbf[1]
FlyBase:FBal0001561	ccb[1]
FlyBase:FBal0001562	ccb[2]
FlyBase:FBal0001564	ccw[1]
FlyBase:FBal0001565	cd[1]
FlyBase:FBal0001566	cd[3]
FlyBase:FBal0001567	cd[79i]
FlyBase:FBal0001568	cd[81d]
FlyBase:FBal0001569	cd[63]
FlyBase:FBal0001570	cd[wo]
FlyBase:FBal0001571	Cdk1[216A]
FlyBase:FBal0001572	Cdk1[D57]
FlyBase:FBal0001573	Cdk1[E1-23]
FlyBase:FBal0001574	Cdk1[E1-24]
FlyBase:FBal0001575	Cdk1[E1-9]
FlyBase:FBal0001576	Nrg[849]
FlyBase:FBal0001577	cel[1]
FlyBase:FBal0001578	Taf1[1]
FlyBase:FBal0001594	cf[1]
FlyBase:FBal0001596	cg[1]
FlyBase:FBal0001597	cgd[EH153]
FlyBase:FBal0001598	cgd[EH464]
FlyBase:FBal0001599	ch[1]
FlyBase:FBal0001601	ch-b[1]
FlyBase:FBal0001602	cha[HB]
FlyBase:FBal0001615	ChAT[l13]
FlyBase:FBal0001617	ChAT[ts1]
FlyBase:FBal0001618	ChAT[ts2]
FlyBase:FBal0001619	chal[1]
FlyBase:FBal0001620	chal[2]
FlyBase:FBal0001621	chal[3]
FlyBase:FBal0001622	che[1]
FlyBase:FBal0001623	che[2]
FlyBase:FBal0001624	che[3]
FlyBase:FBal0001625	chic[1]
FlyBase:FBal0001626	chic[2]
FlyBase:FBal0001627	chic[3]
FlyBase:FBal0001634	chif[1]
FlyBase:FBal0001636	chif[3]
FlyBase:FBal0001637	chif[4]
FlyBase:FBal0001638	chl[1]
FlyBase:FBal0001639	cho[1]
FlyBase:FBal0001640	cho[2]
FlyBase:FBal0001641	chr[1]
FlyBase:FBal0001642	cht[1]
FlyBase:FBal0001643	chy[1]
FlyBase:FBal0001644	ci[1]
FlyBase:FBal0001645	ci[36]
FlyBase:FBal0001646	ci[57]
FlyBase:FBal0001647	ci[+2]
FlyBase:FBal0001648	ci[+3]
FlyBase:FBal0001649	ci[+C]
FlyBase:FBal0001650	ci[+5]
FlyBase:FBal0001651	ci[D]
FlyBase:FBal0001652	ci[D-G]
FlyBase:FBal0001653	ci[W]
FlyBase:FBal0001654	ci[D-l]
FlyBase:FBal0001655	ci[Drv]
FlyBase:FBal0001656	ci[Ce-1]
FlyBase:FBal0001657	ci[Ce-2]
FlyBase:FBal0001658	ci[Ce-3]
FlyBase:FBal0001659	ci[Ce-r1]
FlyBase:FBal0001660	ci[Ce-r2]
FlyBase:FBal0001661	ci[Belleville]
FlyBase:FBal0001662	cin[1]
FlyBase:FBal0001663	cin[2]
FlyBase:FBal0001664	cin[3]
FlyBase:FBal0001665	cin[3N]
FlyBase:FBal0001667	cin[4N]
FlyBase:FBal0001672	cin[9]
FlyBase:FBal0001673	cin[10]
FlyBase:FBal0001674	cin[11]
FlyBase:FBal0001677	cin[14]
FlyBase:FBal0001678	cin[15]
FlyBase:FBal0001680	cin[lk]
FlyBase:FBal0001681	ck[1]
FlyBase:FBal0001682	ck[2]
FlyBase:FBal0001683	ck[3]
FlyBase:FBal0001684	ck[4]
FlyBase:FBal0001685	ck[5]
FlyBase:FBal0001686	ck[6]
FlyBase:FBal0001687	ck[7]
FlyBase:FBal0001688	ck[8]
FlyBase:FBal0001689	ck[9]
FlyBase:FBal0001690	ck[10]
FlyBase:FBal0001692	ck[12]
FlyBase:FBal0001693	ck[13]
FlyBase:FBal0001694	ck[TE35BC]
FlyBase:FBal0001697	ck[16]
FlyBase:FBal0001699	cl[1]
FlyBase:FBal0001700	cl[2]
FlyBase:FBal0001704	cld[1]
FlyBase:FBal0001705	eya[cli-IID]
FlyBase:FBal0001706	eya[cli-IIE]
FlyBase:FBal0001707	Cli[1]
FlyBase:FBal0001708	per[Clk]
FlyBase:FBal0001709	clm[1]
FlyBase:FBal0001711	clo[1]
FlyBase:FBal0001712	clo[2]
FlyBase:FBal0001713	clo[3]
FlyBase:FBal0001714	clt[1]
FlyBase:FBal0001715	clv-1[1]
FlyBase:FBal0001716	clv-2[1]
FlyBase:FBal0001717	clv-2[52b]
FlyBase:FBal0001718	clv-2[D]
FlyBase:FBal0001719	clw[1]
FlyBase:FBal0001720	cm[1]
FlyBase:FBal0001721	cm[2]
FlyBase:FBal0001723	cm[4]
FlyBase:FBal0001725	Crimp[1]
FlyBase:FBal0001726	Cma[1]
FlyBase:FBal0001727	cmd[1]
FlyBase:FBal0001728	cml[1]
FlyBase:FBal0001729	cmp[1]
FlyBase:FBal0001730	cmt[1]
FlyBase:FBal0001731	cn[1]
FlyBase:FBal0001732	cn[2]
FlyBase:FBal0001733	cn[2P]
FlyBase:FBal0001734	cn[3]
FlyBase:FBal0001735	cn[4]
FlyBase:FBal0001737	cn[31P]
FlyBase:FBal0001738	cn[35k]
FlyBase:FBal0001739	cn[36c]
FlyBase:FBal0001740	cn[38j]
FlyBase:FBal0001742	cn[80c]
FlyBase:FBal0001744	cn[s]
FlyBase:FBal0001746	cni[1]
FlyBase:FBal0001747	cno[1]
FlyBase:FBal0001748	cno[2]
FlyBase:FBal0001749	cno[3]
FlyBase:FBal0001750	Coa[1]
FlyBase:FBal0001751	coc[1]
FlyBase:FBal0001752	coi[1]
FlyBase:FBal0001753	compressed[1]
FlyBase:FBal0001754	com-d[1]
FlyBase:FBal0001755	comt[1]
FlyBase:FBal0001756	comt[2]
FlyBase:FBal0001757	comt[3]
FlyBase:FBal0001758	comt[4]
FlyBase:FBal0001759	comt[5]
FlyBase:FBal0001760	comt[6]
FlyBase:FBal0001761	condensed[1]
FlyBase:FBal0001762	cop[1]
FlyBase:FBal0001765	Cor[1]
FlyBase:FBal0001766	cora[1]
FlyBase:FBal0001767	cora[2]
FlyBase:FBal0001768	corr[1]
FlyBase:FBal0001771	cos[1]
FlyBase:FBal0001772	cos[2]
FlyBase:FBal0001773	cos[3]
FlyBase:FBal0001774	cos[4]
FlyBase:FBal0001775	cos[5]
FlyBase:FBal0001776	cos[6]
FlyBase:FBal0001777	cos[7]
FlyBase:FBal0001778	cos[V1]
FlyBase:FBal0001779	cos[V2]
FlyBase:FBal0001780	cos[V3]
FlyBase:FBal0001781	cos[V4]
FlyBase:FBal0001782	cos[V5]
FlyBase:FBal0001783	Pka-C1[Cos-1]
FlyBase:FBal0001784	Pka-C1[Cos-2]
FlyBase:FBal0001785	Pka-C1[Cos-3]
FlyBase:FBal0001786	Pka-C1[Cos-4]
FlyBase:FBal0001787	Pka-C1[Cos-5]
FlyBase:FBal0001788	Pka-C1[Cos-6]
FlyBase:FBal0001789	Pka-C1[Cos-7]
FlyBase:FBal0001790	Pka-C1[Cos-8]
FlyBase:FBal0001791	Pka-C1[Cos-9]
FlyBase:FBal0001792	Pka-R2[Cos-A1]
FlyBase:FBal0001793	cp[1]
FlyBase:FBal0001798	Cp36[n1]
FlyBase:FBal0001799	Cp38[a]
FlyBase:FBal0001800	Cp38[b]
FlyBase:FBal0001801	Cp70[1]
FlyBase:FBal0001802	Cp70[2]
FlyBase:FBal0001803	cpl[1]
FlyBase:FBal0001805	Cpt[1]
FlyBase:FBal0001806	cpw[1]
FlyBase:FBal0001807	CR[1]
FlyBase:FBal0001808	crisp[1]
FlyBase:FBal0001809	Cr-2[1]
FlyBase:FBal0001810	cr-3[1]
